               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.90649,              1.5271,              1.1588,             0.85963,             0.84983,             0.93142,             0.76149,             0.68555,             0.59689,             0.97042,            0.070441,           0.0032843,           0.0032843
                   1,             0.69047,             0.53245,             0.96796,             0.80533,             0.80628,             0.88928,             0.71342,             0.81902,              1.2482,              1.0454,            0.040096,           0.0062728,           0.0062728
                   2,             0.73901,             0.54998,             0.99407,             0.57637,             0.57922,             0.59685,             0.42822,              1.3168,              4.6921,              1.5776,           0.0094042,            0.008914,            0.008914
                   3,              0.7795,             0.55225,              1.0143,             0.74098,             0.64194,             0.75181,             0.53982,              1.2938,              4.9535,              1.8092,           0.0084368,           0.0084368,           0.0084368
                   4,             0.73789,             0.51073,             0.99372,             0.43107,             0.56411,             0.46195,             0.34587,               1.237,              7.2798,               1.588,           0.0084368,           0.0084368,           0.0084368
                   5,             0.70777,             0.46343,             0.97794,             0.80256,             0.70392,             0.80183,             0.63291,              1.0775,              2.0681,              1.3409,           0.0079158,           0.0079158,           0.0079158
                   6,             0.67133,             0.42702,             0.95712,             0.75539,             0.72303,             0.79775,             0.61419,              1.1344,              1.7189,              1.4204,           0.0073947,           0.0073947,           0.0073947
                   7,             0.64112,             0.40281,             0.94271,             0.66246,             0.89221,              0.8652,             0.67215,              1.0947,              1.1231,              1.3987,           0.0068737,           0.0068737,           0.0068737
                   8,             0.60782,             0.36966,             0.92596,             0.87881,             0.86869,             0.91563,             0.73761,              1.0162,             0.74128,              1.2729,           0.0063526,           0.0063526,           0.0063526
                   9,             0.58094,             0.33956,             0.91415,             0.86123,             0.77376,             0.90495,             0.74372,              1.0064,             0.91579,              1.3389,           0.0058316,           0.0058316,           0.0058316
                  10,             0.54573,             0.31315,             0.89656,             0.84679,             0.76346,             0.87121,             0.70795,              1.0255,              1.0405,              1.3165,           0.0053105,           0.0053105,           0.0053105
                  11,             0.52073,             0.28611,             0.88674,             0.93009,             0.81326,               0.893,             0.73621,             0.99156,              1.0055,              1.2504,           0.0047895,           0.0047895,           0.0047895
                  12,             0.48736,             0.26889,             0.87262,              0.9146,             0.86376,             0.93063,             0.76383,             0.98781,             0.61954,              1.2834,           0.0042684,           0.0042684,           0.0042684
                  13,              0.4555,             0.24889,             0.86117,              0.9498,             0.88541,             0.92886,             0.77557,             0.96417,              0.6186,              1.2819,           0.0037474,           0.0037474,           0.0037474
                  14,             0.42172,             0.22908,             0.84949,             0.93022,             0.86857,             0.93195,             0.75697,             0.98345,             0.62347,              1.3177,           0.0032263,           0.0032263,           0.0032263
                  15,             0.38934,             0.21087,             0.83942,             0.92611,             0.89089,             0.92375,             0.75674,             0.94468,             0.55309,              1.2356,           0.0027053,           0.0027053,           0.0027053
                  16,             0.35098,             0.19258,              0.8282,             0.92672,             0.88711,             0.92458,             0.76664,             0.98157,             0.63193,              1.3137,           0.0021842,           0.0021842,           0.0021842
                  17,             0.31931,              0.1797,             0.81964,             0.93589,              0.8915,             0.92941,             0.77741,             0.96097,             0.54589,              1.3233,           0.0016632,           0.0016632,           0.0016632
                  18,             0.28122,             0.16451,             0.81045,             0.93834,             0.88036,             0.92875,             0.77112,             0.96465,             0.59688,              1.3085,           0.0011421,           0.0011421,           0.0011421
