               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              1.2627,              2.2241,               1.265,             0.75498,             0.79734,             0.84507,             0.65219,             0.79107,             0.82513,              1.0146,            0.070682,           0.0032576,           0.0032576
                   1,             0.98071,             0.95619,              1.0749,             0.81851,             0.86106,             0.91282,             0.71837,             0.75652,             0.84585,              1.0148,            0.040638,           0.0065474,           0.0065474
                   2,              1.0577,             0.95717,              1.1225,             0.72918,             0.71065,             0.75922,              0.5216,              1.0929,              2.3409,              1.2613,            0.010551,           0.0097932,           0.0097932
                   3,              1.1303,              1.0102,              1.1691,             0.47544,             0.56204,             0.50432,             0.30138,              1.3569,              7.6029,              1.6631,            0.009802,            0.009802,            0.009802
                   4,              1.1286,             0.99416,              1.1722,             0.50127,             0.62859,             0.53838,             0.33396,              1.3007,               6.829,              1.5768,            0.009802,            0.009802,            0.009802
                   5,              1.1089,             0.95646,              1.1741,             0.71858,             0.63852,             0.66625,             0.43131,              1.1148,              4.6171,              1.4014,            0.009736,            0.009736,            0.009736
                   6,              1.0921,             0.92444,              1.1642,             0.69251,             0.75549,             0.79877,             0.54601,              1.0424,              2.1334,              1.2618,             0.00967,             0.00967,             0.00967
                   7,              1.0762,             0.89278,              1.1546,             0.83276,             0.75538,             0.79946,             0.60145,             0.89771,              1.5796,              1.1498,            0.009604,            0.009604,            0.009604
                   8,              1.0612,              0.8696,              1.1464,              0.8715,             0.85803,             0.91901,             0.69693,             0.88285,             0.71431,              1.1378,            0.009538,            0.009538,            0.009538
                   9,              1.0314,             0.83905,              1.1364,             0.78937,             0.70569,             0.77301,             0.59166,              1.0056,              2.0166,              1.3008,            0.009472,            0.009472,            0.009472
                  10,               1.019,             0.81831,               1.136,             0.78389,             0.82729,              0.8461,              0.6417,             0.90695,              1.1134,              1.1492,            0.009406,            0.009406,            0.009406
                  11,              1.0181,             0.81438,              1.1385,             0.81612,             0.78258,              0.8588,             0.64405,             0.87792,             0.98107,               1.137,             0.00934,             0.00934,             0.00934
                  12,              1.0134,             0.80581,              1.1253,             0.81637,             0.77221,             0.84509,              0.6144,             0.93437,               1.387,              1.1403,            0.009274,            0.009274,            0.009274
                  13,              1.0048,             0.80642,              1.1234,             0.86308,             0.77942,             0.86459,              0.6823,             0.77117,              1.1596,              1.0493,            0.009208,            0.009208,            0.009208
