               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              4.3571,                4.12,              4.0912,                   0,                   0,                   0,                   0,              3.3485,              3.6892,              3.9288,            0.070441,           0.0032843,           0.0032843
                   1,              3.5413,              3.0757,              3.5587,            0.086264,             0.20667,            0.050642,            0.013398,              2.8696,               3.179,              3.4568,            0.040356,           0.0065326,           0.0065326
                   2,              2.2856,              2.1891,              2.4355,             0.30776,             0.50922,             0.30729,             0.14546,              1.7644,              3.1556,              2.4936,            0.010185,           0.0096951,           0.0096951
                   3,              1.7468,              1.6787,              1.8288,             0.46536,             0.53356,             0.42601,             0.18434,              1.8776,              2.3408,              2.7137,           0.0096143,           0.0096143,           0.0096143
                   4,               1.509,              1.4151,              1.5964,             0.59014,             0.61825,             0.60546,             0.34796,              1.4077,              1.8815,              1.9585,           0.0096143,           0.0096143,           0.0096143
                   5,              1.3937,              1.2881,              1.4961,             0.74864,             0.67514,              0.7443,              0.4776,              1.3162,              1.8127,              1.9286,           0.0094857,           0.0094857,           0.0094857
                   6,              1.3247,              1.2074,              1.4538,             0.81815,             0.75606,             0.85771,             0.57983,              1.1202,              1.2312,              1.7531,           0.0093571,           0.0093571,           0.0093571
                   7,              1.2585,              1.1295,              1.4089,             0.68958,             0.80118,             0.80263,             0.56107,              1.0228,              1.1181,              1.5539,           0.0092286,           0.0092286,           0.0092286
                   8,                1.23,              1.0695,              1.3725,             0.86603,             0.80268,             0.91328,             0.69976,             0.88982,             0.81039,              1.4418,              0.0091,              0.0091,              0.0091
                   9,              1.1894,              1.0271,              1.3488,             0.83305,             0.82423,             0.89818,              0.6434,             0.99783,             0.81087,              1.5571,           0.0089714,           0.0089714,           0.0089714
                  10,              1.1576,             0.98764,              1.3271,             0.78045,             0.78774,             0.87494,             0.58787,              1.0655,              1.2919,              1.5891,           0.0088429,           0.0088429,           0.0088429
                  11,              1.1314,             0.95901,              1.3108,             0.85613,              0.8571,             0.91825,             0.70272,             0.88508,             0.81551,              1.4172,           0.0087143,           0.0087143,           0.0087143
                  12,               1.115,             0.92775,              1.2964,             0.80677,             0.82093,             0.85813,             0.65559,             0.89075,             0.90357,              1.4144,           0.0085857,           0.0085857,           0.0085857
                  13,              1.0946,              0.9147,              1.2916,             0.79959,             0.85719,             0.91289,             0.69738,             0.89327,             0.79856,               1.422,           0.0084571,           0.0084571,           0.0084571
                  14,              1.0776,             0.88758,              1.2702,             0.85767,             0.85443,             0.92503,             0.73559,             0.78769,             0.72608,              1.3133,           0.0083286,           0.0083286,           0.0083286
                  15,              1.0599,             0.85993,              1.2564,             0.83263,                0.87,             0.93102,             0.73868,             0.80194,              0.7037,              1.3362,              0.0082,              0.0082,              0.0082
                  16,              1.0494,             0.83594,              1.2456,             0.82927,             0.81308,             0.92058,             0.72609,             0.79827,             0.79435,              1.3013,           0.0080714,           0.0080714,           0.0080714
                  17,              1.0412,             0.83255,              1.2473,             0.87516,             0.85759,             0.92978,             0.72003,             0.86342,             0.72247,              1.3773,           0.0079429,           0.0079429,           0.0079429
                  18,              1.0179,             0.81343,              1.2295,             0.85102,             0.89628,             0.94282,              0.7481,             0.81386,             0.65026,              1.3455,           0.0078143,           0.0078143,           0.0078143
                  19,              1.0131,              0.7984,              1.2253,             0.88465,             0.87565,             0.93699,             0.74218,             0.80088,             0.70301,              1.3065,           0.0076857,           0.0076857,           0.0076857
                  20,              1.0058,             0.79797,              1.2264,             0.86871,              0.8868,               0.933,             0.73419,             0.78916,             0.67595,              1.3052,           0.0075571,           0.0075571,           0.0075571
                  21,             0.99861,             0.78602,              1.2221,             0.87029,              0.8841,              0.9285,              0.7581,              0.7518,              0.6278,              1.2828,           0.0074286,           0.0074286,           0.0074286
                  22,             0.99683,             0.77134,              1.2058,             0.91374,             0.90516,              0.9578,             0.78809,             0.72275,             0.55221,              1.2496,              0.0073,              0.0073,              0.0073
                  23,             0.98253,             0.75523,              1.2112,             0.90211,             0.89882,              0.9506,             0.77997,             0.72171,             0.57495,              1.2493,           0.0071714,           0.0071714,           0.0071714
                  24,             0.96661,             0.73618,              1.2002,             0.88989,               0.878,             0.95294,             0.76591,             0.75837,              0.6878,              1.2685,           0.0070429,           0.0070429,           0.0070429
                  25,             0.95986,             0.73694,              1.1932,             0.88114,             0.89869,             0.94871,             0.76893,             0.75702,             0.58034,              1.2698,           0.0069143,           0.0069143,           0.0069143
                  26,             0.95045,             0.73238,              1.1878,             0.90459,             0.89593,             0.95894,             0.76885,              0.7633,             0.57724,              1.2753,           0.0067857,           0.0067857,           0.0067857
                  27,             0.95512,             0.71847,              1.1946,             0.90238,              0.9152,             0.96378,             0.78297,             0.73968,             0.53158,              1.2583,           0.0066571,           0.0066571,           0.0066571
                  28,             0.94491,             0.72146,              1.1931,             0.89228,             0.91774,             0.95789,              0.7746,             0.74087,             0.54363,              1.2629,           0.0065286,           0.0065286,           0.0065286
                  29,             0.95132,             0.71349,              1.1925,             0.91534,              0.9063,              0.9527,             0.77592,             0.75615,             0.55049,              1.2712,              0.0064,              0.0064,              0.0064
                  30,             0.93266,             0.69244,              1.1736,              0.9178,             0.92767,             0.96155,             0.78386,             0.74116,             0.51225,              1.2555,           0.0062714,           0.0062714,           0.0062714
                  31,             0.93401,             0.68437,              1.1719,             0.88133,             0.91105,              0.9544,             0.78456,             0.70161,             0.54116,              1.2271,           0.0061429,           0.0061429,           0.0061429
