epoch,train_map50,train_map50-95
0,0.34639684797709763,0.25728735054818247
1,0.7087420931087572,0.5424468871192366
2,0.8378536260411643,0.6745381517643873
3,0.8731746083999958,0.7168398922427781
4,0.8835692394416544,0.7027271930658876
5,0.8664875967484322,0.6722122837265955
6,0.781706285604839,0.5716372589362403
7,0.6861553378857251,0.4717031841646991
8,0.758648999334495,0.5619978662700655
9,0.745501298696151,0.5062855769902238
10,0.7633007526324297,0.5639079234896005
11,0.787100358929937,0.573654705823288
12,0.8365972749725613,0.6503566082048184
13,0.7709120354554001,0.5660154157609435
14,0.7962636220564909,0.5907556209445238
15,0.8234340169275871,0.6423442329133794
16,0.8209544508403898,0.6240356672502044
17,0.8224987702263008,0.652594607520656
18,0.9043640465273105,0.7184249280146705
19,0.8439935134246883,0.6315725433034961
20,0.8882809917456859,0.7080096056766191
21,0.810698322130575,0.6175495231959027
22,0.9072434081289833,0.717366595153555
23,0.875745457738268,0.6988970770710511
24,0.8901041423211907,0.7185539176078176
25,0.8982519457551152,0.7225612832556623
26,0.9227460462170635,0.7466406634554548
27,0.9368116026958838,0.7719896849053073
28,0.938396808939281,0.7829388992740761
29,0.9483916917952788,0.7908412364314353
30,0.9463788740937685,0.8035227910591164
31,0.9233608771649231,0.7719842663126318
32,0.9246294719559014,0.7793740367355099
33,0.9454731499554164,0.7928282231970197
34,0.9388924336335025,0.7965298415839777
35,0.9359330250359955,0.796872275411351
36,0.9545112314845464,0.8104972414048889
37,0.9513192285405733,0.8163606714696754
38,0.951708262512564,0.8130011925526026
39,0.939829009856315,0.8112425807360278
40,0.9628435539567594,0.8178746285455146
41,0.9516849205346672,0.8002721459043851
42,0.9659662985746413,0.8245928492757484
43,0.9722055450794757,0.8479788746265552
44,0.9572814571950977,0.8285465125921796
45,0.9704630026021177,0.838622593549534
46,0.9749801762827311,0.8524651434504372
47,0.9545486310795391,0.8210489716146387
48,0.9738295611007878,0.8454809366832512
49,0.963965867325011,0.8409003446370534
50,0.9632476140734371,0.8398026765843886
51,0.9718305867407174,0.8394244938100259
52,0.9766037678060414,0.8493460169377612
53,0.9793604013710363,0.8665861551298019
54,0.976069349341088,0.8573643735152535
55,0.9808391312849247,0.8682009077643736
56,0.9807874975407804,0.8711610345482983
57,0.9779311234190594,0.8610518299647211
58,0.9790416382727907,0.8654878953284976
59,0.9736966372737079,0.871072859980937
60,0.981029606582135,0.868896645200441
61,0.9815223933135456,0.8769485899614496
62,0.982858978103979,0.8799699533464617
63,0.9855826841070773,0.8815638187408705
64,0.9871591486213583,0.8825176593570837
65,0.9828733348833136,0.8834438006646873
66,0.9765648431740082,0.8688647847306257
67,0.9836065055264984,0.8816342335707045
68,0.9843468897471869,0.8861485493088956
69,0.9873519094391631,0.8910084379217557
70,0.9851139103877052,0.8925773772549302
71,0.985676732680676,0.890441035866471
72,0.9861031112709701,0.8895606190242641
73,0.9877608491248693,0.8959325678129445
74,0.9865998224706525,0.8948301607954537
75,0.9871886910173601,0.8997609257030631
76,0.9889182750658122,0.9051683844403317
77,0.987566089139233,0.8956137228622197
78,0.9902133946641495,0.9080321510778893
79,0.989526629432513,0.9016289834827121
80,0.9916512928309974,0.906472028775533
81,0.98937676850325,0.8970918880586455
82,0.988239884318602,0.9038387055067437
83,0.9884012484309649,0.8966517911156385
84,0.9897456096900653,0.9063362463060107
85,0.9921354380223818,0.9117754975365515
86,0.9894148543327237,0.9051389940960742
87,0.9923980986103489,0.9136493199114529
88,0.9920513117675981,0.9161292347292361
89,0.9928036408369589,0.9110179063957924
90,0.9925181710931551,0.9091145018307882
91,0.9928568135129375,0.9173428566404217
92,0.993232204243211,0.9245288772866115
93,0.9924582281109328,0.9168200232787528
94,0.9930278942457184,0.9209378645886818
95,0.9931460693540654,0.922372495493987
96,0.9927744494845386,0.9231336597357847
97,0.9931007338496638,0.9229925811863758
98,0.9916023760187037,0.9185723307739773
99,0.9930761442250354,0.9265071956394649
100,0.9931694917082571,0.9281452217603934
101,0.9932996553638244,0.9266872189954322
102,0.9936828224150899,0.9329645944979746
103,0.9935812669164078,0.9293318596840381
104,0.9939203134277538,0.9316140861955624
105,0.994026781140655,0.9323812805516657
106,0.9937536908366198,0.9344325776850703
107,0.9939873226652446,0.93631584628438
108,0.9940482451878205,0.9342419684850167
109,0.9940213034983274,0.9375010476540485
110,0.9941267095924035,0.9360044143004774
111,0.994226457892505,0.9409513745518309
112,0.9941325110657582,0.9400003830967093
113,0.9940018024486346,0.9414035118860941
114,0.9939376122129068,0.9393971754239434
115,0.9943022556426783,0.9424932351415505
116,0.9941239760989266,0.939856645189178
117,0.9946076569189243,0.9443591562160245
118,0.9945688577452181,0.9414795758688054
119,0.9946009363767411,0.9454455151727079
120,0.9946340960836969,0.9467456142221818
121,0.9946391748175438,0.9477487008815028
122,0.9946554062625032,0.9476978691601957
123,0.9945389484994647,0.9489468627922296
124,0.9945575894876462,0.9500762585978935
125,0.9945979276852369,0.9472728272352885
126,0.9946476254024984,0.953114708006403
127,0.9946346843169236,0.9523452294256186
128,0.9946194862983799,0.9534130269275297
129,0.9946149829086685,0.9544128515720535
130,0.9946995989365828,0.9520876264951877
131,0.9947894465593491,0.9548328118019739
132,0.9947383283939875,0.9561581899327475
133,0.994691815315741,0.957361147694674
134,0.9947736882086485,0.9576036831504902
135,0.9948281774475545,0.9575499114795547
136,0.9948215023224966,0.9596137016745817
137,0.9948209373339747,0.9602900465761331
138,0.9948531208527704,0.9584997733371701
139,0.9948314222058531,0.9586943620998144
140,0.9948351096572474,0.9610742970041045
141,0.994829930939583,0.9599598149262251
142,0.9948305737957487,0.9586740962818049
143,0.9948584202812549,0.96069517229533
144,0.9948719014088131,0.9617826527042852
145,0.9948637372982053,0.9625525567066494
146,0.9948583853529332,0.9626360715595229
147,0.9948617034667065,0.963305553161769
