               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              1.2618,               2.056,              1.4143,             0.58827,             0.74531,             0.66823,             0.49121,             0.83689,               1.119,              1.1739,            0.070441,           0.0032843,           0.0032843
                   1,              1.0628,              1.2865,              1.2462,             0.79163,             0.74451,             0.84066,             0.62306,             0.87112,             0.95708,              1.2322,            0.040388,           0.0065644,           0.0065644
                   2,              1.0782,              1.1745,              1.2701,             0.71383,             0.67819,             0.75362,             0.50279,               1.027,              1.2468,              1.3303,            0.010281,           0.0097908,           0.0097908
                   3,              1.1695,              1.2008,              1.2974,             0.80705,             0.72502,             0.82123,             0.54995,              1.0166,              1.2658,              1.2876,           0.0097585,           0.0097585,           0.0097585
                   4,              1.1443,              1.0744,              1.2795,             0.77579,             0.70837,             0.79314,              0.5602,             0.98677,             0.94506,              1.2319,           0.0097585,           0.0097585,           0.0097585
                   5,              1.1452,              1.0925,              1.2962,             0.80494,             0.76818,             0.84533,             0.59706,             0.97801,             0.91796,              1.2901,            0.009678,            0.009678,            0.009678
                   6,              1.1358,              1.0579,              1.2931,             0.81775,             0.73605,               0.842,             0.60418,             0.94909,             0.87715,              1.2745,           0.0095976,           0.0095976,           0.0095976
                   7,              1.1028,              1.0212,              1.2745,             0.81626,             0.80298,             0.85805,             0.61614,             0.94638,             0.80189,              1.2526,           0.0095171,           0.0095171,           0.0095171
                   8,              1.1258,              1.0299,              1.2821,             0.84615,             0.74565,             0.85232,             0.61528,             0.93527,             0.89534,              1.2474,           0.0094366,           0.0094366,           0.0094366
                   9,              1.1063,             0.99823,              1.2612,             0.85299,             0.79646,             0.87458,             0.63368,             0.91709,             0.75108,               1.229,           0.0093561,           0.0093561,           0.0093561
                  10,              1.0885,             0.96236,              1.2623,             0.88533,             0.76347,             0.86931,             0.62981,             0.93062,             0.73181,               1.209,           0.0092756,           0.0092756,           0.0092756
                  11,              1.0747,             0.94934,              1.2554,             0.87802,             0.79485,             0.89934,             0.65528,             0.90278,             0.68616,              1.2005,           0.0091951,           0.0091951,           0.0091951
                  12,              1.0846,             0.95157,              1.2644,             0.82649,             0.81839,             0.88594,             0.66254,             0.84617,             0.68536,              1.1823,           0.0091146,           0.0091146,           0.0091146
                  13,              1.0692,              0.9347,              1.2542,             0.87454,             0.76706,             0.88092,             0.63665,             0.92533,             0.72927,              1.2244,           0.0090341,           0.0090341,           0.0090341
                  14,              1.0517,              0.9277,              1.2487,             0.86342,             0.79718,             0.88993,             0.64979,             0.90886,             0.70717,              1.2383,           0.0089537,           0.0089537,           0.0089537
                  15,              1.0603,              0.9031,              1.2454,              0.8863,             0.76313,             0.88271,             0.65434,             0.88465,             0.69504,              1.2287,           0.0088732,           0.0088732,           0.0088732
                  16,              1.0466,             0.90927,              1.2487,             0.87873,             0.82382,             0.90423,             0.67049,             0.85922,             0.63801,               1.205,           0.0087927,           0.0087927,           0.0087927
                  17,              1.0346,             0.88606,               1.228,             0.82372,             0.82704,             0.88954,              0.6548,             0.87618,             0.67315,              1.2272,           0.0087122,           0.0087122,           0.0087122
                  18,              1.0144,             0.87422,              1.2341,             0.87152,             0.79067,             0.88905,             0.64674,             0.92756,             0.78884,              1.2407,           0.0086317,           0.0086317,           0.0086317
                  19,              1.0077,             0.84964,              1.2184,             0.85565,             0.84036,             0.88714,              0.6521,              0.8643,             0.67002,              1.2049,           0.0085512,           0.0085512,           0.0085512
                  20,              1.0001,             0.82823,              1.2104,             0.84226,             0.85232,             0.90971,             0.68068,             0.85638,             0.62625,              1.1734,           0.0084707,           0.0084707,           0.0084707
