               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              1.7378,              3.4471,              1.4207,             0.41347,              0.2548,            0.088013,            0.057206,             0.94591,              3.8135,               1.104,              0.0973,              0.0003,              0.0003
                   1,               1.742,              3.4696,              1.4231,             0.41409,             0.24856,            0.089259,            0.056435,             0.96809,              3.7415,               1.121,            0.093694,          0.00069403,          0.00069403
                   2,              1.6791,              3.1367,              1.4062,              0.2294,             0.47626,             0.20431,             0.12598,              0.9265,              2.1577,              1.1371,            0.090081,           0.0010812,           0.0010812
                   3,                1.45,              2.0156,              1.3177,             0.35627,             0.56633,             0.35173,             0.22961,             0.92808,              2.0553,              1.1304,            0.086462,           0.0014616,           0.0014616
                   4,              1.3593,              1.5642,              1.2474,             0.43943,             0.55425,              0.4794,             0.32549,             0.89869,              1.8183,              1.1162,            0.082835,           0.0018351,           0.0018351
                   5,              1.2297,              1.3568,              1.1833,             0.42869,             0.66892,             0.58183,             0.39658,             0.87273,              1.6515,              1.1066,            0.079202,           0.0022019,           0.0022019
                   6,              1.1186,              1.2565,              1.1227,             0.50419,             0.72662,             0.67639,             0.45996,             0.86085,              1.3927,              1.0972,            0.075562,           0.0025617,           0.0025617
                   7,              1.0796,              1.1833,              1.0908,              0.5981,             0.68265,             0.69535,             0.47826,             0.83164,              1.1976,              1.0857,            0.071915,           0.0029148,           0.0029148
                   8,              1.0526,              1.0669,              1.0806,             0.53701,             0.70754,             0.71245,             0.49066,             0.81362,              1.2134,              1.0727,            0.068261,            0.003261,            0.003261
                   9,              1.0561,              1.0599,              1.0668,             0.64374,             0.76868,             0.77631,             0.53993,             0.84954,             0.94917,              1.0813,              0.0646,           0.0036004,           0.0036004
                  10,              1.0621,             0.98019,              1.0498,             0.64966,             0.79037,             0.78848,             0.54345,             0.88753,              0.9174,              1.0774,            0.060933,            0.003933,            0.003933
                  11,              1.0649,             0.93689,               1.047,             0.70778,             0.76254,             0.82059,             0.61067,             0.76694,             0.84926,              1.0339,            0.057259,           0.0042588,           0.0042588
                  12,              1.0565,             0.92352,              1.0423,             0.73906,             0.76022,             0.83256,             0.62854,             0.74865,             0.78698,              1.0312,            0.053578,           0.0045777,           0.0045777
                  13,              1.0786,             0.89703,              1.0495,             0.79434,             0.74057,             0.84999,             0.65187,             0.75487,              0.6966,              1.0211,             0.04989,           0.0048898,           0.0048898
                  14,              1.0733,             0.89822,              1.0295,             0.81119,             0.79442,             0.86577,             0.66821,             0.74106,             0.66253,              1.0161,            0.046195,           0.0051951,           0.0051951
                  15,              1.0702,             0.90174,              1.0397,              0.8018,              0.8056,             0.86041,             0.67497,             0.70904,              0.6382,              1.0062,            0.042493,           0.0054935,           0.0054935
                  16,               1.054,             0.87568,              1.0225,             0.81338,             0.80491,             0.87562,             0.69009,             0.74147,             0.61601,              1.0128,            0.038785,           0.0057851,           0.0057851
                  17,               1.021,             0.84959,              1.0174,             0.81866,             0.81972,             0.87675,             0.69273,             0.73221,             0.60673,              1.0169,             0.03507,           0.0060699,           0.0060699
                  18,              1.0504,             0.82693,               1.022,             0.80951,             0.83391,             0.87764,             0.68888,             0.74412,             0.61263,              1.0224,            0.031348,           0.0063478,           0.0063478
                  19,              1.0389,             0.84364,              1.0211,             0.83902,             0.83315,             0.87469,             0.67561,             0.77216,              0.6201,              1.0213,            0.027619,            0.006619,            0.006619
                  20,              1.0682,             0.85759,              1.0289,             0.86856,             0.78546,             0.87345,             0.68142,             0.77103,             0.65861,              1.0119,            0.023883,           0.0068833,           0.0068833
                  21,              1.0473,             0.83234,               1.006,              0.8295,             0.78851,             0.86461,              0.6628,             0.79075,             0.70127,              1.0154,            0.020141,           0.0071408,           0.0071408
                  22,              1.0676,             0.81738,              1.0154,             0.84175,             0.75827,             0.86052,             0.66984,             0.77681,             0.67094,              1.0256,            0.016391,           0.0073914,           0.0073914
                  23,              1.0492,             0.81563,              1.0159,             0.78901,             0.80914,             0.86456,             0.66842,              0.7937,             0.70215,              1.0362,            0.012635,           0.0076352,           0.0076352
                  24,              1.0538,             0.79298,              1.0157,             0.76705,             0.85667,             0.88498,             0.67726,             0.80266,             0.64656,              1.0449,           0.0088722,           0.0078722,           0.0078722
                  25,               1.082,             0.79862,              1.0298,             0.81647,             0.83266,             0.88012,             0.67232,             0.75748,             0.64924,              1.0301,           0.0078664,           0.0078664,           0.0078664
                  26,              1.0052,             0.81613,              1.0216,             0.83303,               0.814,             0.89126,             0.67179,             0.81691,             0.63135,              1.0632,           0.0078664,           0.0078664,           0.0078664
                  27,              1.0459,             0.78983,              1.0209,              0.7914,             0.80192,              0.8779,             0.68068,             0.81684,             0.62324,              1.0525,            0.007781,            0.007781,            0.007781
