               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              4.3456,              4.1245,              4.0982,                   0,                   0,                   0,                   0,              3.4285,              3.7794,              3.9479,            0.070441,           0.0032843,           0.0032843
                   1,              3.3876,              3.0295,               3.495,             0.10406,             0.23692,            0.068278,            0.020805,              2.5289,              2.9072,              3.3803,            0.040356,           0.0065326,           0.0065326
                   2,              2.1992,                2.16,              2.3743,             0.24503,              0.4517,             0.24664,             0.10422,              1.8795,              4.1791,              2.6734,            0.010185,           0.0096951,           0.0096951
                   3,              1.7215,              1.6893,              1.8322,             0.44728,             0.51079,             0.44117,             0.20906,              1.5805,              5.8542,              2.2737,           0.0096143,           0.0096143,           0.0096143
                   4,              1.5124,              1.4236,              1.6014,               0.687,             0.64938,             0.70843,             0.42126,              1.3411,              1.6171,              1.9422,           0.0096143,           0.0096143,           0.0096143
                   5,              1.3876,              1.2842,              1.4984,             0.72615,             0.66717,             0.75417,             0.45015,              1.3371,              1.3869,              1.9466,           0.0094857,           0.0094857,           0.0094857
                   6,              1.3203,              1.1963,              1.4592,             0.77889,             0.71274,             0.79769,             0.51892,              1.2066,              1.4433,              1.8366,           0.0093571,           0.0093571,           0.0093571
                   7,              1.2554,              1.1189,              1.4142,             0.60677,             0.71544,             0.72852,             0.48874,              1.1051,              1.5784,              1.7288,           0.0092286,           0.0092286,           0.0092286
                   8,              1.2326,              1.0657,              1.3811,             0.84212,             0.80957,             0.88698,             0.65643,              0.9738,             0.90441,               1.578,              0.0091,              0.0091,              0.0091
                   9,                1.19,              1.0168,              1.3588,             0.85431,              0.8242,              0.9058,             0.66332,             0.96144,             0.87125,              1.5248,           0.0089714,           0.0089714,           0.0089714
                  10,              1.1484,             0.96992,              1.3317,             0.81664,             0.80719,             0.91424,             0.67493,             0.93994,             0.89032,              1.5048,           0.0088429,           0.0088429,           0.0088429
                  11,              1.1243,             0.94583,              1.3149,             0.87303,             0.82531,             0.89274,              0.6653,             0.93173,              1.0868,              1.4652,           0.0087143,           0.0087143,           0.0087143
                  12,              1.1044,              0.9195,               1.302,             0.86655,             0.82829,             0.92206,             0.68433,              0.9447,             0.86107,              1.4672,           0.0085857,           0.0085857,           0.0085857
                  13,              1.0918,             0.90288,              1.2978,             0.84893,             0.84646,             0.92519,             0.68254,             0.95941,             0.77349,              1.5028,           0.0084571,           0.0084571,           0.0084571
                  14,              1.0733,             0.87059,               1.276,             0.79596,             0.78536,             0.86423,             0.67916,              0.8586,             0.99636,              1.4266,           0.0083286,           0.0083286,           0.0083286
                  15,              1.0574,             0.84728,              1.2636,             0.88303,             0.86261,             0.93983,             0.72613,             0.85153,             0.63601,               1.402,              0.0082,              0.0082,              0.0082
                  16,              1.0446,             0.82554,              1.2508,             0.85804,             0.90324,             0.94722,             0.74825,             0.82039,             0.66044,              1.3522,           0.0080714,           0.0080714,           0.0080714
                  17,              1.0339,             0.81643,              1.2523,             0.88419,             0.87611,             0.93725,             0.72678,             0.84667,             0.65787,              1.4002,           0.0079429,           0.0079429,           0.0079429
                  18,              1.0154,             0.80258,               1.238,             0.87639,             0.84029,              0.9354,             0.74386,              0.7941,             0.66835,              1.3498,           0.0078143,           0.0078143,           0.0078143
                  19,              1.0112,             0.79125,              1.2324,             0.84218,             0.87112,             0.93901,             0.75816,             0.76711,             0.72395,              1.3158,           0.0076857,           0.0076857,           0.0076857
