               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              1.1542,               1.795,              1.2468,             0.83879,             0.84331,              0.9154,             0.75069,             0.68371,             0.62979,             0.98374,            0.070441,           0.0032843,           0.0032843
                   1,             0.95693,             0.89203,              1.0819,             0.82232,             0.86218,             0.91991,             0.72526,             0.79498,             0.74774,               1.021,            0.040366,           0.0065423,           0.0065423
                   2,              1.0318,             0.89772,              1.1191,             0.76579,             0.75425,             0.81038,             0.60007,              1.0169,              1.6166,              1.2875,            0.010215,           0.0097245,           0.0097245
                   3,              1.1043,             0.97963,              1.1695,             0.48922,             0.57223,             0.53733,             0.31766,              1.2563,              4.9186,              1.6173,           0.0096586,           0.0096586,           0.0096586
                   4,              1.0829,             0.91586,              1.1597,             0.79479,             0.76815,             0.84297,              0.5968,             0.97843,              1.5866,               1.235,           0.0096586,           0.0096586,           0.0096586
                   5,              1.0544,              0.8827,              1.1456,             0.83067,             0.78217,             0.89303,              0.6573,             0.86514,              1.0868,              1.1341,           0.0095448,           0.0095448,           0.0095448
                   6,              1.0506,             0.87109,              1.1496,             0.84762,             0.77692,              0.8741,             0.65825,             0.85598,              1.2802,              1.1328,            0.009431,            0.009431,            0.009431
                   7,              1.0236,             0.83704,              1.1375,             0.82485,              0.8711,             0.90638,             0.71463,             0.77051,             0.80682,              1.0574,           0.0093172,           0.0093172,           0.0093172
                   8,              1.0117,             0.80834,              1.1293,             0.84736,             0.78548,             0.84627,             0.67054,             0.82631,              1.0935,              1.1013,           0.0092034,           0.0092034,           0.0092034
                   9,              1.0011,             0.80072,              1.1266,             0.89607,             0.87194,             0.93266,             0.74742,               0.758,              0.6729,              1.0518,           0.0090897,           0.0090897,           0.0090897
                  10,             0.97797,             0.76887,              1.1154,             0.80018,             0.78943,             0.88913,              0.6705,             0.86787,              1.3024,              1.1118,           0.0089759,           0.0089759,           0.0089759
                  11,             0.96617,             0.76653,              1.1111,             0.90363,             0.89724,             0.94485,             0.75175,             0.74774,             0.61262,               1.045,           0.0088621,           0.0088621,           0.0088621
                  12,             0.95822,             0.74347,              1.1022,             0.86337,             0.88485,             0.94652,             0.76808,             0.70544,             0.60421,              1.0202,           0.0087483,           0.0087483,           0.0087483
                  13,             0.94704,             0.73352,              1.1011,              0.8656,             0.89769,             0.95466,             0.78313,             0.70989,             0.54433,              1.0208,           0.0086345,           0.0086345,           0.0086345
                  14,             0.93375,              0.7149,              1.0935,             0.88593,             0.87809,             0.94255,             0.75941,              0.7532,             0.62699,              1.0398,           0.0085207,           0.0085207,           0.0085207
                  15,             0.92464,             0.69905,              1.0844,             0.84849,             0.85266,              0.9033,             0.73955,             0.71291,             0.58098,              1.0247,           0.0084069,           0.0084069,           0.0084069
                  16,              0.9177,             0.68404,              1.0772,             0.88838,             0.90536,             0.95703,             0.79522,             0.67635,             0.51288,             0.99447,           0.0082931,           0.0082931,           0.0082931
                  17,             0.91321,              0.6874,              1.0807,             0.87248,             0.85783,             0.93352,             0.73567,             0.78073,             0.60778,              1.0685,           0.0081793,           0.0081793,           0.0081793
                  18,              0.8983,             0.66787,              1.0757,             0.90256,             0.90846,             0.95971,             0.79259,              0.6761,             0.50506,              1.0089,           0.0080655,           0.0080655,           0.0080655
                  19,             0.89943,              0.6574,              1.0703,             0.92285,             0.91904,             0.96867,             0.80714,              0.6609,             0.45989,             0.99714,           0.0079517,           0.0079517,           0.0079517
                  20,             0.89795,             0.65966,              1.0764,             0.92684,             0.90088,             0.96346,             0.79701,             0.68062,             0.47395,             0.99702,           0.0078379,           0.0078379,           0.0078379
