               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              1.1397,              1.5534,              1.2101,             0.83407,             0.85698,             0.92186,              0.7396,             0.72879,             0.57405,             0.98435,            0.070441,           0.0032843,           0.0032843
                   1,             0.95598,             0.79769,              1.0797,             0.84144,             0.82106,             0.91472,             0.71943,             0.81115,             0.70553,              1.0462,             0.04031,           0.0064866,           0.0064866
                   2,              1.0233,             0.82108,              1.1146,             0.70767,             0.64371,             0.78077,             0.54316,              1.0707,              4.8141,              1.2319,            0.010047,           0.0095569,           0.0095569
                   3,              1.1023,             0.90374,              1.1611,             0.62352,             0.51633,             0.55522,             0.35765,              1.2042,              6.6054,              1.4638,            0.009406,            0.009406,            0.009406
                   4,              1.0853,                0.86,              1.1539,             0.71081,             0.57982,             0.69506,             0.48969,              1.0597,              3.7365,              1.2805,            0.009406,            0.009406,            0.009406
                   5,              1.0569,              0.8206,              1.1467,             0.73192,             0.69259,             0.75036,              0.5576,             0.91462,              1.1813,              1.1483,            0.009208,            0.009208,            0.009208
                   6,              1.0462,             0.80326,              1.1446,             0.82622,             0.75572,             0.87284,             0.68034,             0.82863,              1.0898,              1.0871,             0.00901,             0.00901,             0.00901
                   7,              1.0229,             0.77532,              1.1282,             0.90122,             0.83584,             0.92333,             0.75033,             0.74927,             0.71482,              1.0319,            0.008812,            0.008812,            0.008812
                   8,              1.0063,             0.74759,              1.1174,             0.83663,             0.74277,             0.83776,             0.65272,             0.82818,             0.87812,              1.1114,            0.008614,            0.008614,            0.008614
                   9,             0.99238,             0.73868,              1.1145,             0.90717,             0.87015,             0.93887,              0.7254,              0.8165,             0.68412,              1.0709,            0.008416,            0.008416,            0.008416
                  10,             0.97166,             0.70358,              1.1051,             0.87623,             0.89289,             0.94244,             0.75304,             0.74347,             0.56384,              1.0257,            0.008218,            0.008218,            0.008218
                  11,             0.95325,             0.69656,              1.1004,              0.9192,             0.91656,             0.95932,             0.77643,             0.72537,             0.49949,               1.021,             0.00802,             0.00802,             0.00802
                  12,             0.94966,             0.67883,               1.094,             0.89377,             0.87354,             0.93555,             0.76519,             0.71653,             0.57355,              1.0163,            0.007822,            0.007822,            0.007822
                  13,             0.93714,             0.66945,              1.0962,             0.93529,             0.91532,             0.97097,             0.79932,             0.71534,             0.45331,              1.0256,            0.007624,            0.007624,            0.007624
                  14,             0.93073,             0.65227,              1.0937,             0.90916,             0.91772,             0.95822,             0.80088,              0.6768,              0.4587,             0.99725,            0.007426,            0.007426,            0.007426
                  15,             0.91766,             0.63329,              1.0747,             0.93564,             0.90894,             0.97011,             0.81496,             0.67792,             0.42769,             0.99545,            0.007228,            0.007228,            0.007228
                  16,             0.90762,             0.62864,              1.0656,             0.93353,             0.90403,             0.96648,             0.80666,             0.67143,             0.44347,             0.99533,             0.00703,             0.00703,             0.00703
                  17,             0.90409,             0.62321,              1.0749,             0.91453,             0.90728,             0.95363,             0.76901,             0.73978,             0.48043,              1.0556,            0.006832,            0.006832,            0.006832
                  18,             0.88482,             0.60327,              1.0585,             0.89896,             0.90085,             0.94203,             0.80314,             0.63375,              0.4927,             0.97282,            0.006634,            0.006634,            0.006634
                  19,             0.88168,             0.60036,               1.061,             0.93677,             0.93962,             0.97592,             0.81416,             0.66467,             0.40966,             0.99309,            0.006436,            0.006436,            0.006436
                  20,              0.8823,             0.59541,               1.064,             0.94707,             0.89162,              0.9579,             0.79893,             0.66566,             0.60705,              0.9934,            0.006238,            0.006238,            0.006238
                  21,             0.87147,             0.58854,              1.0624,             0.93985,             0.92631,             0.97614,             0.82596,             0.64566,             0.39274,             0.98686,             0.00604,             0.00604,             0.00604
                  22,             0.87324,             0.57874,              1.0485,             0.92957,             0.90663,             0.95687,             0.81465,             0.64623,             0.42873,             0.97607,            0.005842,            0.005842,            0.005842
                  23,              0.8596,             0.56972,              1.0527,             0.95174,             0.92856,             0.97717,             0.83445,             0.62197,             0.37163,              0.9682,            0.005644,            0.005644,            0.005644
                  24,             0.85153,             0.56557,              1.0476,             0.92302,             0.93271,             0.97381,             0.82888,             0.63619,             0.38883,             0.96664,            0.005446,            0.005446,            0.005446
