               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              1.1709,              1.7697,              1.2161,             0.78674,              0.8268,             0.88643,             0.69843,             0.72743,             0.74281,              1.0059,             0.07033,           0.0032967,           0.0032967
                   1,              0.9809,             0.91206,              1.0897,             0.83247,             0.83661,             0.91917,             0.72398,             0.75398,             0.66296,              1.0207,            0.040237,           0.0065376,           0.0065376
                   2,              1.0631,             0.93909,              1.1348,             0.76271,             0.59949,             0.68764,             0.48799,             0.97333,              2.6705,              1.2784,            0.010052,           0.0096855,           0.0096855
                   3,              1.1403,              1.0095,              1.1893,             0.72664,             0.59272,             0.66918,             0.46411,              1.0641,              3.4467,              1.3911,           0.0095817,           0.0095817,           0.0095817
                   4,              1.1203,             0.97115,              1.1797,             0.83185,             0.81188,             0.86967,             0.65486,              0.8565,              1.1882,              1.1294,           0.0095817,           0.0095817,           0.0095817
                   5,              1.0843,             0.94298,              1.1738,             0.83937,             0.76485,             0.84945,             0.65472,             0.84598,              1.8351,              1.1215,           0.0094423,           0.0094423,           0.0094423
                   6,               1.054,             0.89448,              1.1584,             0.88427,             0.83935,             0.92353,             0.72398,             0.76204,             0.73433,              1.0673,           0.0093028,           0.0093028,           0.0093028
                   7,              1.0369,             0.86766,              1.1516,             0.88128,             0.85672,             0.92431,             0.73151,             0.75608,             0.62248,              1.0612,           0.0091634,           0.0091634,           0.0091634
                   8,              1.0229,              0.8463,              1.1398,             0.83724,             0.84052,             0.92721,             0.72911,             0.73923,              0.6453,              1.0466,           0.0090239,           0.0090239,           0.0090239
                   9,              1.0042,             0.82472,              1.1288,             0.86069,             0.85185,             0.92047,             0.74634,             0.69032,             0.63201,              1.0134,           0.0088845,           0.0088845,           0.0088845
                  10,             0.99861,             0.81271,              1.1282,             0.87626,             0.86209,              0.9368,             0.75931,             0.70536,             0.57102,              1.0434,           0.0087451,           0.0087451,           0.0087451
                  11,             0.98141,             0.78274,              1.1176,             0.85851,             0.87318,             0.92269,             0.73465,             0.72595,             0.61433,              1.0352,           0.0086056,           0.0086056,           0.0086056
                  12,             0.97169,             0.77758,              1.1172,             0.90451,              0.8874,             0.94764,             0.77587,             0.67499,             0.55295,              1.0203,           0.0084662,           0.0084662,           0.0084662
                  13,              0.9532,             0.75976,              1.1025,             0.90513,             0.90634,             0.95802,             0.78123,             0.68401,             0.47459,              1.0174,           0.0083268,           0.0083268,           0.0083268
                  14,             0.95217,             0.75058,              1.1037,              0.8779,              0.8787,             0.91971,             0.74854,             0.67972,             0.59292,              1.0178,           0.0081873,           0.0081873,           0.0081873
                  15,             0.94468,             0.74073,              1.0994,             0.90605,             0.89653,             0.94775,             0.78165,             0.66494,             0.51476,             0.99086,           0.0080479,           0.0080479,           0.0080479
                  16,             0.94137,             0.73386,              1.1036,             0.90418,             0.90054,             0.94547,             0.77174,             0.67886,             0.57754,              1.0123,           0.0079085,           0.0079085,           0.0079085
                  17,             0.93272,             0.71875,               1.094,             0.91425,             0.90863,             0.96201,             0.79209,             0.65855,             0.44651,             0.99658,            0.007769,            0.007769,            0.007769
                  18,             0.91983,             0.70313,              1.0877,             0.90301,             0.90529,             0.95074,             0.79304,             0.64712,             0.47107,              1.0041,           0.0076296,           0.0076296,           0.0076296
                  19,             0.91915,             0.70845,              1.0926,             0.92305,             0.88155,             0.93779,             0.77778,             0.65505,             0.49808,              1.0085,           0.0074901,           0.0074901,           0.0074901
                  20,             0.90995,             0.68947,              1.0822,             0.90613,             0.92547,             0.96565,             0.80268,             0.65384,             0.42907,              1.0025,           0.0073507,           0.0073507,           0.0073507
                  21,             0.90775,             0.68959,               1.081,             0.91054,             0.92859,               0.965,              0.8027,             0.63847,             0.43398,             0.99022,           0.0072113,           0.0072113,           0.0072113
                  22,             0.89816,             0.68098,              1.0813,             0.91678,             0.91316,             0.96464,               0.802,              0.6518,             0.42687,               1.003,           0.0070718,           0.0070718,           0.0070718
                  23,             0.88654,             0.66372,              1.0691,              0.9191,             0.91019,             0.96562,             0.80159,             0.64596,             0.42488,              1.0073,           0.0069324,           0.0069324,           0.0069324
                  24,             0.89031,             0.66529,              1.0765,             0.91216,             0.91977,             0.96571,             0.81681,             0.61887,             0.41861,              1.0006,            0.006793,            0.006793,            0.006793
                  25,             0.88722,             0.65416,              1.0716,             0.92046,             0.89407,             0.96046,             0.80295,             0.62252,             0.44028,             0.99325,           0.0066535,           0.0066535,           0.0066535
                  26,             0.87691,             0.65754,              1.0672,             0.91618,             0.92561,             0.96647,             0.81295,             0.62223,             0.40136,             0.98628,           0.0065141,           0.0065141,           0.0065141
