               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              1.2252,              1.9611,               1.289,             0.75985,             0.84292,             0.89131,             0.69064,             0.78173,             0.81488,              1.0016,            0.070682,           0.0032576,           0.0032576
                   1,              0.9773,             0.93741,               1.083,             0.82275,             0.87168,             0.92323,             0.71916,             0.80391,               0.895,              1.0196,            0.040638,           0.0065474,           0.0065474
                   2,              1.0625,             0.96749,              1.1273,             0.57475,             0.63851,             0.65025,             0.43205,              1.1493,              3.0792,              1.3355,            0.010551,           0.0097932,           0.0097932
                   3,              1.1284,             0.99821,              1.1728,             0.64506,             0.65606,             0.67407,             0.46138,              1.1079,              4.0475,              1.4396,            0.009802,            0.009802,            0.009802
                   4,              1.1235,             0.98231,              1.1773,             0.57392,             0.65381,             0.60614,              0.4283,              1.0015,              3.5117,               1.248,            0.009802,            0.009802,            0.009802
                   5,              1.1105,             0.94918,              1.1776,             0.68881,             0.69041,             0.71591,             0.52537,              1.0122,              3.9505,              1.3189,            0.009736,            0.009736,            0.009736
                   6,              1.0969,             0.92396,              1.1714,             0.66969,             0.64337,             0.67556,             0.45953,               1.076,              2.5918,              1.2603,             0.00967,             0.00967,             0.00967
                   7,              1.0682,              0.8863,              1.1512,             0.80432,             0.83794,             0.87587,             0.64241,             0.92279,             0.99567,              1.1473,            0.009604,            0.009604,            0.009604
                   8,              1.0696,             0.86978,              1.1489,             0.81097,             0.76608,             0.83555,             0.60983,             0.97378,              1.0292,              1.2087,            0.009538,            0.009538,            0.009538
                   9,              1.0367,             0.83301,               1.142,             0.71895,             0.65833,             0.74376,             0.52125,              1.0142,              2.0211,              1.2377,            0.009472,            0.009472,            0.009472
                  10,              1.0273,             0.81936,               1.133,              0.7838,             0.70741,             0.78172,             0.52959,               1.092,              1.2449,              1.2717,            0.009406,            0.009406,            0.009406
                  11,              1.0181,              0.8172,              1.1389,             0.78051,             0.81731,             0.88694,             0.67512,             0.84404,             0.96126,              1.1101,             0.00934,             0.00934,             0.00934
                  12,               1.009,             0.80858,              1.1267,             0.78178,             0.67071,             0.76721,             0.58356,              0.9471,              1.3467,              1.1717,            0.009274,            0.009274,            0.009274
                  13,              1.0118,             0.80122,              1.1274,             0.67624,             0.74298,              0.7671,             0.59728,             0.90932,               1.401,              1.1844,            0.009208,            0.009208,            0.009208
                  14,             0.99726,             0.78514,              1.1272,             0.82038,             0.80992,             0.88382,             0.67434,             0.86015,             0.84394,              1.1013,            0.009142,            0.009142,            0.009142
                  15,             0.97371,             0.76324,              1.1187,             0.88816,             0.80064,             0.91001,             0.71813,             0.76966,             0.82699,              1.0535,            0.009076,            0.009076,            0.009076
                  16,              0.9685,             0.74469,              1.1113,             0.88318,             0.87304,             0.93494,             0.74252,             0.77445,             0.62728,              1.0606,             0.00901,             0.00901,             0.00901
                  17,             0.97007,             0.74345,              1.1097,             0.87174,             0.90338,             0.95259,             0.76826,             0.74163,             0.59635,              1.0277,            0.008944,            0.008944,            0.008944
                  18,             0.97173,             0.73286,               1.106,             0.89928,             0.89397,              0.9483,             0.77729,             0.68497,             0.62867,              1.0073,            0.008878,            0.008878,            0.008878
                  19,             0.94725,             0.71492,                 1.1,             0.82212,             0.83612,             0.91477,               0.713,              0.8163,              0.7233,              1.0731,            0.008812,            0.008812,            0.008812
                  20,             0.95187,             0.71376,               1.102,             0.85858,             0.86032,             0.91868,             0.73054,             0.78215,             0.67919,              1.0527,            0.008746,            0.008746,            0.008746
                  21,             0.93727,             0.70621,              1.0945,             0.92647,             0.88938,             0.95247,             0.76095,             0.74463,             0.59508,              1.0308,             0.00868,             0.00868,             0.00868
                  22,             0.92932,             0.69475,              1.0848,             0.89814,             0.87519,             0.93963,             0.78445,             0.67957,             0.53768,             0.99992,            0.008614,            0.008614,            0.008614
                  23,             0.93783,             0.71119,               1.094,             0.91343,             0.87748,             0.94389,             0.76574,             0.73101,             0.55667,              1.0382,            0.008548,            0.008548,            0.008548
                  24,             0.92976,             0.68688,              1.0955,               0.888,             0.86444,              0.9345,             0.76839,             0.70011,             0.54457,              1.0233,            0.008482,            0.008482,            0.008482
                  25,             0.93618,             0.69463,              1.0875,             0.84116,             0.81691,              0.9038,             0.73654,             0.72262,             0.86776,              1.0307,            0.008416,            0.008416,            0.008416
                  26,             0.91803,             0.67282,               1.087,             0.91493,             0.90126,             0.95554,             0.79508,              0.6695,              0.4948,              1.0041,             0.00835,             0.00835,             0.00835
                  27,             0.90054,              0.6656,              1.0837,             0.88426,             0.84998,             0.93198,             0.76437,             0.70941,             0.64685,              1.0358,            0.008284,            0.008284,            0.008284
                  28,             0.90601,             0.67186,              1.0875,             0.92582,             0.87513,              0.9563,             0.79765,             0.67095,             0.49879,              1.0041,            0.008218,            0.008218,            0.008218
                  29,              0.9049,             0.65838,              1.0741,             0.90978,             0.90869,              0.9628,             0.80546,             0.65985,             0.47167,             0.98114,            0.008152,            0.008152,            0.008152
                  30,             0.88895,             0.65075,              1.0695,             0.90153,             0.90416,             0.96172,             0.78803,             0.70214,             0.48539,               1.017,            0.008086,            0.008086,            0.008086
                  31,             0.89401,             0.64715,              1.0705,             0.91103,              0.8945,             0.95625,             0.80268,             0.65391,             0.46878,              0.9839,             0.00802,             0.00802,             0.00802
                  32,             0.90178,             0.64248,              1.0764,             0.86552,             0.87249,              0.9316,             0.77639,             0.68556,             0.59041,              1.0062,            0.007954,            0.007954,            0.007954
                  33,             0.88172,             0.63696,              1.0634,             0.90066,             0.91176,             0.95596,             0.79402,             0.68311,             0.48443,              1.0121,            0.007888,            0.007888,            0.007888
                  34,             0.87813,             0.64385,              1.0599,             0.92623,             0.92866,             0.97019,              0.8097,             0.68625,             0.41821,              1.0046,            0.007822,            0.007822,            0.007822
                  35,             0.87791,             0.61927,              1.0682,             0.93621,              0.9153,             0.97462,             0.81098,             0.67366,             0.43716,             0.99334,            0.007756,            0.007756,            0.007756
                  36,             0.87288,             0.62263,              1.0569,             0.92128,             0.91287,             0.96518,             0.80175,             0.67985,             0.45249,             0.99717,             0.00769,             0.00769,             0.00769
                  37,             0.87094,              0.6155,              1.0638,             0.93896,             0.90997,             0.96295,             0.81721,             0.63083,             0.43106,             0.98895,            0.007624,            0.007624,            0.007624
                  38,             0.86696,             0.60773,               1.064,              0.9263,             0.92785,             0.97303,             0.81496,             0.65723,             0.43444,             0.99866,            0.007558,            0.007558,            0.007558
                  39,             0.86137,             0.61388,              1.0573,             0.90497,             0.90915,             0.96238,              0.8104,             0.64785,             0.44058,             0.98381,            0.007492,            0.007492,            0.007492
                  40,             0.85727,             0.60223,              1.0457,             0.92649,             0.92228,             0.95887,             0.81748,             0.63366,             0.45028,             0.97328,            0.007426,            0.007426,            0.007426
                  41,             0.85527,             0.60317,              1.0568,             0.93203,             0.91214,             0.96484,             0.81564,             0.63055,             0.42015,             0.98522,             0.00736,             0.00736,             0.00736
                  42,             0.84261,             0.59675,              1.0536,             0.90427,             0.87991,             0.92269,             0.78181,              0.6414,             0.59992,             0.98325,            0.007294,            0.007294,            0.007294
                  43,              0.8509,             0.59794,              1.0438,             0.92499,             0.92565,             0.95956,             0.80239,               0.651,             0.43406,             0.97917,            0.007228,            0.007228,            0.007228
                  44,             0.84785,              0.5944,              1.0568,             0.92199,             0.92063,              0.9706,             0.82563,             0.64782,             0.42481,             0.98996,            0.007162,            0.007162,            0.007162
                  45,              0.8535,             0.60407,              1.0606,             0.93388,             0.91849,             0.96879,             0.81216,             0.66457,             0.43044,             0.99178,            0.007096,            0.007096,            0.007096
                  46,             0.85658,             0.59813,               1.054,             0.93934,             0.90721,             0.95692,              0.8035,             0.64824,             0.49494,             0.99098,             0.00703,             0.00703,             0.00703
                  47,             0.84252,             0.57818,              1.0408,             0.89592,             0.91704,             0.95325,             0.80491,             0.66016,              0.4767,             0.99192,            0.006964,            0.006964,            0.006964
                  48,             0.83504,             0.57387,              1.0415,             0.91003,             0.90464,             0.96938,             0.82674,             0.62432,             0.43503,              0.9806,            0.006898,            0.006898,            0.006898
                  49,             0.84028,             0.57695,              1.0318,             0.92269,             0.90435,             0.95368,              0.7991,             0.67072,             0.74562,              1.0056,            0.006832,            0.006832,            0.006832
                  50,             0.83719,             0.57529,               1.051,             0.92427,             0.91977,             0.96749,             0.81328,             0.65865,             0.43671,             0.99084,            0.006766,            0.006766,            0.006766
