               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              1.1376,              1.6953,              1.2247,             0.85011,             0.84656,             0.92106,             0.73102,             0.74127,             0.60384,              0.9947,            0.070441,           0.0032843,           0.0032843
                   1,             0.95585,             0.87785,              1.0828,             0.88655,             0.86006,             0.93424,             0.74404,             0.75247,             0.64737,              1.0175,            0.040366,           0.0065423,           0.0065423
                   2,              1.0237,             0.89878,              1.1154,             0.69744,             0.75501,             0.78672,             0.53438,              1.0389,              2.9352,              1.2506,            0.010215,           0.0097245,           0.0097245
                   3,              1.1013,             0.96419,              1.1593,             0.75139,             0.67757,             0.74056,             0.53753,             0.97033,              2.7068,              1.2714,           0.0096586,           0.0096586,           0.0096586
                   4,              1.0862,             0.91323,              1.1555,             0.68952,             0.63863,              0.6863,              0.4534,              1.2512,              2.9424,              1.5229,           0.0096586,           0.0096586,           0.0096586
                   5,              1.0637,             0.88688,              1.1472,             0.84547,             0.79758,             0.88787,             0.67835,             0.85009,              1.0573,              1.1202,           0.0095448,           0.0095448,           0.0095448
                   6,              1.0508,              0.8693,              1.1479,             0.88364,                0.83,              0.9094,             0.69674,             0.85656,             0.89346,              1.1129,            0.009431,            0.009431,            0.009431
                   7,              1.0254,             0.83572,              1.1408,             0.83758,             0.82605,             0.88888,             0.69421,              0.8059,             0.85565,              1.0758,           0.0093172,           0.0093172,           0.0093172
                   8,              1.0072,             0.80106,              1.1241,             0.87277,             0.79048,             0.87032,             0.67732,              0.8657,              1.2807,              1.1492,           0.0092034,           0.0092034,           0.0092034
                   9,             0.99704,             0.79865,              1.1228,             0.87823,             0.88595,             0.94155,             0.73224,              0.8171,             0.64627,              1.0896,           0.0090897,           0.0090897,           0.0090897
                  10,             0.98262,             0.76712,              1.1135,             0.86205,             0.83511,             0.92781,             0.72732,             0.79895,             0.65532,              1.0753,           0.0089759,           0.0089759,           0.0089759
                  11,             0.96637,             0.76527,              1.1102,             0.85779,              0.8719,             0.93817,             0.76112,             0.71298,              0.5714,              1.0257,           0.0088621,           0.0088621,           0.0088621
                  12,             0.95802,             0.74265,              1.1054,             0.89557,              0.8981,             0.94362,             0.76526,              0.7292,             0.57416,              1.0266,           0.0087483,           0.0087483,           0.0087483
                  13,             0.95251,             0.73378,              1.1059,             0.92295,             0.86776,             0.94141,             0.76388,             0.73435,             0.62129,              1.0316,           0.0086345,           0.0086345,           0.0086345
                  14,             0.93642,             0.71142,              1.0935,             0.91794,             0.90347,             0.95585,             0.78452,             0.71066,             0.49398,              1.0297,           0.0085207,           0.0085207,           0.0085207
                  15,             0.92547,             0.69703,              1.0827,             0.88305,             0.87865,             0.94943,             0.78637,             0.68441,             0.53039,              1.0109,           0.0084069,           0.0084069,           0.0084069
                  16,             0.92282,             0.69615,               1.078,             0.89515,             0.85764,             0.94561,             0.76471,             0.72584,             0.56286,               1.025,           0.0082931,           0.0082931,           0.0082931
                  17,             0.91597,             0.68403,              1.0837,             0.90916,             0.86956,             0.95332,             0.79085,             0.68077,             0.49526,              1.0223,           0.0081793,           0.0081793,           0.0081793
                  18,             0.90373,              0.6713,               1.074,              0.9341,              0.9105,             0.95188,             0.79147,             0.67629,             0.59312,               1.004,           0.0080655,           0.0080655,           0.0080655
                  19,             0.89739,              0.6611,              1.0749,             0.91805,             0.90446,              0.9538,             0.79313,              0.6676,             0.56847,              1.0084,           0.0079517,           0.0079517,           0.0079517
                  20,             0.89825,             0.66225,              1.0799,              0.9132,              0.8973,             0.95728,             0.80438,             0.65313,             0.47815,              1.0012,           0.0078379,           0.0078379,           0.0078379
                  21,             0.89092,             0.64847,               1.077,             0.91626,             0.91964,             0.96464,             0.81291,             0.64445,             0.45036,             0.98215,           0.0077241,           0.0077241,           0.0077241
                  22,             0.89627,             0.64278,              1.0566,             0.92549,             0.90838,             0.96817,             0.82231,             0.63032,             0.42934,             0.97479,           0.0076103,           0.0076103,           0.0076103
                  23,              0.8795,             0.63422,              1.0657,             0.88491,             0.87828,             0.92145,             0.74018,             0.73431,             0.71443,              1.0668,           0.0074966,           0.0074966,           0.0074966
                  24,             0.87577,             0.62128,               1.066,             0.90163,             0.91627,             0.95966,             0.78562,             0.71929,              0.4854,              1.0271,           0.0073828,           0.0073828,           0.0073828
                  25,             0.86685,             0.62129,              1.0574,             0.91833,             0.93697,             0.97127,             0.82146,             0.64269,             0.41688,             0.97636,            0.007269,            0.007269,            0.007269
                  26,             0.86018,             0.61138,              1.0535,             0.92493,             0.93462,             0.97357,              0.8235,             0.64289,             0.40605,             0.98311,           0.0071552,           0.0071552,           0.0071552
                  27,              0.8616,             0.61545,              1.0531,             0.89849,             0.91186,             0.96006,             0.79526,             0.67263,             0.46507,               1.001,           0.0070414,           0.0070414,           0.0070414
                  28,             0.85348,             0.60757,              1.0531,             0.91328,             0.92866,             0.96404,             0.80262,             0.66941,             0.46566,              1.0083,           0.0069276,           0.0069276,           0.0069276
                  29,             0.86396,             0.60718,              1.0571,             0.94251,             0.91275,             0.97403,             0.82178,             0.65262,             0.39888,             0.98895,           0.0068138,           0.0068138,           0.0068138
                  30,             0.85102,              0.5878,              1.0455,             0.92785,             0.93941,             0.97618,             0.82589,             0.64166,             0.38831,             0.97995,              0.0067,              0.0067,              0.0067
                  31,             0.84545,             0.58323,              1.0468,              0.9394,             0.90759,             0.96729,             0.82028,             0.63725,             0.42448,             0.98295,           0.0065862,           0.0065862,           0.0065862
                  32,             0.83553,             0.57678,              1.0438,             0.92467,             0.92199,             0.97152,             0.83264,             0.61696,             0.39236,             0.97077,           0.0064724,           0.0064724,           0.0064724
