               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              1.2481,              1.9804,              1.4053,             0.53389,             0.69647,             0.66027,             0.48042,             0.82512,              1.1531,              1.1658,            0.070441,           0.0032843,           0.0032843
                   1,              1.0552,              1.2445,              1.2359,             0.80873,             0.73286,             0.83574,              0.6106,             0.83621,             0.96803,              1.1614,            0.040388,           0.0065644,           0.0065644
                   2,              1.0723,              1.1776,              1.2562,             0.71549,             0.72971,             0.76713,               0.545,             0.95043,               1.016,              1.2646,            0.010281,           0.0097908,           0.0097908
                   3,              1.1607,               1.182,              1.2889,             0.80165,              0.7133,             0.81011,             0.51546,              1.0903,              1.3793,               1.365,           0.0097585,           0.0097585,           0.0097585
                   4,               1.137,              1.0696,              1.2719,             0.72088,             0.75775,             0.78649,              0.5329,              1.0534,              1.0519,              1.3216,           0.0097585,           0.0097585,           0.0097585
                   5,              1.1373,              1.1019,              1.3039,             0.80844,             0.78136,              0.8489,             0.57934,              1.0112,              1.0306,              1.3259,            0.009678,            0.009678,            0.009678
                   6,              1.1423,              1.0559,              1.2951,             0.83601,             0.74514,             0.84194,             0.59215,             0.96251,             0.84979,              1.2902,           0.0095976,           0.0095976,           0.0095976
                   7,               1.114,              1.0084,              1.2776,             0.80761,             0.77489,             0.84957,              0.6008,             0.98018,             0.87622,               1.298,           0.0095171,           0.0095171,           0.0095171
                   8,              1.1168,              1.0162,              1.2841,             0.87398,             0.77277,              0.8797,             0.64123,              0.9182,             0.73551,              1.2464,           0.0094366,           0.0094366,           0.0094366
                   9,              1.0975,             0.98729,              1.2602,             0.82924,             0.74879,             0.85573,             0.60191,             0.93734,             0.88305,              1.2237,           0.0093561,           0.0093561,           0.0093561
                  10,               1.083,             0.95865,              1.2673,             0.83198,             0.80543,             0.87782,              0.6232,              0.9301,             0.76254,              1.2636,           0.0092756,           0.0092756,           0.0092756
                  11,               1.073,             0.95058,              1.2581,              0.8337,             0.77836,             0.86039,             0.61609,             0.95436,             0.80685,               1.256,           0.0091951,           0.0091951,           0.0091951
                  12,              1.0787,             0.95352,              1.2684,             0.79189,             0.78569,             0.85698,             0.61204,             0.94101,             0.82411,              1.2309,           0.0091146,           0.0091146,           0.0091146
                  13,              1.0654,             0.93443,              1.2537,             0.84626,             0.82877,             0.88778,             0.65485,             0.87237,             0.71146,              1.1901,           0.0090341,           0.0090341,           0.0090341
                  14,              1.0532,             0.92197,              1.2513,             0.83174,             0.81581,             0.88781,             0.63533,             0.95064,             0.71813,              1.2801,           0.0089537,           0.0089537,           0.0089537
                  15,              1.0614,             0.89846,              1.2552,             0.84039,             0.83196,             0.89831,             0.65213,             0.91479,             0.66923,              1.2331,           0.0088732,           0.0088732,           0.0088732
                  16,              1.0472,             0.89035,              1.2491,             0.89041,             0.78113,             0.89171,              0.6484,             0.89256,             0.70527,              1.2189,           0.0087927,           0.0087927,           0.0087927
                  17,              1.0401,             0.87585,              1.2282,             0.91634,             0.78761,             0.89536,             0.64086,             0.91424,             0.66732,              1.2473,           0.0087122,           0.0087122,           0.0087122
                  18,               1.013,             0.87675,              1.2315,             0.85987,             0.80509,             0.88426,             0.65931,             0.87834,             0.68847,                 1.2,           0.0086317,           0.0086317,           0.0086317
                  19,              1.0107,               0.851,              1.2165,             0.87225,             0.81525,             0.88971,             0.67118,             0.84714,             0.63987,              1.1757,           0.0085512,           0.0085512,           0.0085512
                  20,              1.0004,             0.82524,              1.2098,             0.84507,             0.82061,             0.89362,             0.66231,              0.8788,             0.65444,              1.2109,           0.0084707,           0.0084707,           0.0084707
                  21,             0.99282,             0.82234,              1.2058,             0.88995,             0.76861,             0.87111,             0.65115,             0.84413,             0.68602,              1.1834,           0.0083902,           0.0083902,           0.0083902
                  22,              1.0118,             0.83959,              1.2201,             0.89805,             0.83097,             0.90164,             0.65136,             0.91773,             0.62946,              1.2525,           0.0083098,           0.0083098,           0.0083098
                  23,             0.99167,             0.82252,               1.205,             0.88393,              0.8253,             0.91643,             0.68717,             0.85908,             0.58373,              1.1723,           0.0082293,           0.0082293,           0.0082293
                  24,              0.9848,             0.82351,              1.2162,             0.89192,             0.83176,              0.9131,             0.69113,             0.86349,             0.59744,              1.2232,           0.0081488,           0.0081488,           0.0081488
                  25,             0.97992,             0.79708,              1.2029,              0.8634,             0.83197,             0.90768,             0.67484,              0.8561,              0.6473,              1.2025,           0.0080683,           0.0080683,           0.0080683
                  26,             0.98515,             0.81182,              1.2151,             0.84611,             0.78104,              0.8733,             0.64851,             0.88775,             0.70659,              1.2244,           0.0079878,           0.0079878,           0.0079878
                  27,             0.95769,             0.77029,              1.1959,              0.8815,             0.82338,             0.90534,             0.67686,              0.8657,             0.67111,              1.2054,           0.0079073,           0.0079073,           0.0079073
                  28,             0.95451,             0.78521,              1.1934,             0.86651,             0.85575,              0.9195,             0.69661,             0.84071,             0.59071,              1.1686,           0.0078268,           0.0078268,           0.0078268
                  29,             0.94054,             0.77936,              1.1935,             0.89388,             0.83565,              0.9197,             0.69927,             0.86158,             0.58257,              1.1976,           0.0077463,           0.0077463,           0.0077463
                  30,             0.92957,             0.76412,              1.1888,             0.90013,             0.84634,             0.92669,             0.70513,             0.83764,             0.57016,              1.1828,           0.0076659,           0.0076659,           0.0076659
                  31,             0.93975,             0.75248,              1.1787,             0.87902,             0.83544,             0.91974,             0.69199,             0.86187,             0.59375,              1.2074,           0.0075854,           0.0075854,           0.0075854
                  32,             0.92004,             0.74784,              1.1705,             0.87403,             0.85829,             0.91832,             0.69764,             0.85306,             0.57237,              1.2016,           0.0075049,           0.0075049,           0.0075049
                  33,             0.90804,             0.71939,               1.159,             0.87686,             0.84714,             0.90735,             0.69295,             0.83756,             0.59534,              1.1826,           0.0074244,           0.0074244,           0.0074244
                  34,             0.92222,             0.74099,              1.1778,             0.89177,             0.85584,              0.9134,              0.6916,             0.83802,             0.57228,              1.1838,           0.0073439,           0.0073439,           0.0073439
                  35,             0.91701,             0.73794,               1.168,             0.86158,             0.85298,             0.90254,             0.67851,             0.84934,             0.65541,              1.1931,           0.0072634,           0.0072634,           0.0072634
                  36,             0.92389,             0.73238,              1.1671,             0.86922,             0.86034,             0.90945,             0.68976,             0.83296,             0.58954,              1.1816,           0.0071829,           0.0071829,           0.0071829
                  37,             0.91279,             0.73886,              1.1692,             0.89491,             0.83871,             0.91891,             0.70476,             0.80548,             0.56615,              1.1514,           0.0071024,           0.0071024,           0.0071024
                  38,             0.89168,             0.70576,              1.1506,             0.91233,             0.84766,             0.92785,             0.71261,             0.82395,             0.52915,              1.1599,            0.007022,            0.007022,            0.007022
                  39,              0.9071,             0.71722,              1.1665,             0.88858,             0.86323,             0.93499,             0.71665,             0.80483,             0.54957,              1.1503,           0.0069415,           0.0069415,           0.0069415
                  40,             0.90681,             0.73041,              1.1682,             0.88688,             0.85656,             0.91872,             0.68471,             0.84275,              0.6061,              1.1714,            0.006861,            0.006861,            0.006861
                  41,             0.88826,             0.69962,              1.1424,              0.8743,             0.85381,             0.92153,             0.70166,             0.81936,             0.56302,              1.1812,           0.0067805,           0.0067805,           0.0067805
                  42,             0.88768,             0.69695,              1.1491,             0.90579,             0.85526,             0.92521,             0.70638,             0.82145,             0.53132,              1.1759,              0.0067,              0.0067,              0.0067
                  43,             0.87599,             0.68211,              1.1497,             0.88935,             0.86561,             0.93088,              0.7042,             0.84616,             0.53994,              1.1862,           0.0066195,           0.0066195,           0.0066195
                  44,             0.88239,             0.67467,              1.1483,             0.89602,             0.85148,              0.9279,             0.70319,             0.84156,             0.54908,              1.1892,            0.006539,            0.006539,            0.006539
                  45,             0.85966,             0.66579,               1.137,             0.88237,             0.87292,             0.93653,             0.71984,             0.80105,             0.53614,              1.1688,           0.0064585,           0.0064585,           0.0064585
                  46,             0.86781,             0.66763,              1.1363,             0.90813,             0.84609,             0.91981,             0.71734,             0.79971,             0.53322,              1.1644,            0.006378,            0.006378,            0.006378
                  47,             0.85437,             0.65109,              1.1276,             0.89594,             0.84898,             0.92003,             0.69942,             0.83197,             0.55236,              1.1169,           0.0062976,           0.0062976,           0.0062976
                  48,              0.8617,              0.6506,              1.1168,              0.9036,             0.83042,             0.91665,              0.7086,             0.81176,             0.57256,              1.1607,           0.0062171,           0.0062171,           0.0062171
                  49,             0.84225,             0.65583,              1.1339,             0.86133,             0.83672,             0.91213,             0.70032,             0.81671,             0.56701,              1.1846,           0.0061366,           0.0061366,           0.0061366
                  50,             0.84144,             0.65676,              1.1199,             0.90119,             0.85098,              0.9242,              0.7077,             0.83136,             0.55363,              1.1835,           0.0060561,           0.0060561,           0.0060561
                  51,             0.85029,             0.64931,              1.1277,             0.88968,             0.86723,              0.9242,             0.70954,             0.83248,              0.5439,              1.2048,           0.0059756,           0.0059756,           0.0059756
                  52,             0.84335,             0.64653,              1.1333,             0.90461,             0.86163,             0.92833,             0.71916,             0.81019,             0.52568,              1.1834,           0.0058951,           0.0058951,           0.0058951
                  53,             0.82138,             0.64096,              1.1148,             0.87092,              0.8566,              0.9164,             0.71318,             0.79194,             0.53648,              1.1429,           0.0058146,           0.0058146,           0.0058146
                  54,             0.82778,             0.61087,              1.1063,             0.88682,             0.84628,             0.91467,             0.70617,             0.80969,              0.5395,              1.1794,           0.0057341,           0.0057341,           0.0057341
                  55,             0.81821,             0.62788,              1.1133,              0.8979,             0.85051,             0.93206,             0.72868,             0.79107,             0.51913,              1.1428,           0.0056537,           0.0056537,           0.0056537
                  56,             0.83002,              0.6342,               1.119,             0.90219,              0.8657,             0.93331,             0.72248,             0.80889,             0.51457,              1.1673,           0.0055732,           0.0055732,           0.0055732
                  57,             0.82148,             0.62175,              1.1057,             0.89684,             0.85426,             0.91909,             0.71218,             0.81893,             0.51608,              1.1689,           0.0054927,           0.0054927,           0.0054927
                  58,             0.83857,             0.62212,              1.1075,               0.895,             0.84707,             0.92204,             0.71104,             0.82893,              0.5267,              1.2008,           0.0054122,           0.0054122,           0.0054122
                  59,             0.80986,             0.60694,              1.1052,             0.86626,              0.8697,             0.92428,             0.72024,             0.80378,             0.51631,              1.1796,           0.0053317,           0.0053317,           0.0053317
