               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.94751,               1.668,              1.1937,             0.84336,             0.84986,             0.93831,             0.77198,             0.70169,             0.66877,             0.96861,            0.070441,           0.0032843,           0.0032843
                   1,             0.69456,             0.53828,             0.97203,               0.856,             0.83957,             0.91666,              0.7436,             0.79689,              1.0133,              1.0214,            0.040096,           0.0062728,           0.0062728
                   2,             0.74089,             0.55422,             0.99528,             0.48252,             0.53059,             0.54742,             0.40343,              1.2088,              5.8659,              1.5139,           0.0094042,            0.008914,            0.008914
                   3,             0.77763,              0.5612,              1.0182,             0.76484,             0.68989,             0.76206,             0.56419,              1.2206,              2.9266,              1.5255,           0.0084368,           0.0084368,           0.0084368
                   4,             0.74034,             0.52226,             0.99496,             0.61609,              0.6006,             0.61875,             0.47566,               1.187,              3.5513,              1.5282,           0.0084368,           0.0084368,           0.0084368
                   5,             0.70115,             0.46574,             0.97466,             0.76538,              0.6094,             0.69582,             0.53749,              1.0778,              2.8799,              1.3153,           0.0079158,           0.0079158,           0.0079158
                   6,             0.67139,             0.43394,             0.95719,             0.89866,             0.84696,             0.91216,             0.71986,               1.062,             0.74225,              1.3178,           0.0073947,           0.0073947,           0.0073947
                   7,             0.64156,             0.40604,             0.94466,             0.56446,             0.70862,             0.72949,             0.57233,              1.1644,              2.3872,              1.5441,           0.0068737,           0.0068737,           0.0068737
                   8,             0.60989,             0.37212,             0.92769,             0.88938,             0.80147,             0.88381,             0.71766,             0.95494,             0.78752,               1.142,           0.0063526,           0.0063526,           0.0063526
                   9,             0.57853,             0.33903,             0.91308,             0.89484,             0.86119,             0.89369,              0.7305,             0.96624,             0.79186,              1.2334,           0.0058316,           0.0058316,           0.0058316
                  10,             0.54738,             0.31333,             0.89754,             0.91308,             0.88574,             0.92434,             0.76197,             0.96711,             0.57659,              1.2664,           0.0053105,           0.0053105,           0.0053105
                  11,             0.51708,              0.2888,             0.88585,             0.87729,             0.83811,             0.89661,             0.74169,             0.93623,             0.66663,               1.204,           0.0047895,           0.0047895,           0.0047895
                  12,             0.48368,             0.26846,              0.8728,             0.89066,             0.81625,             0.87709,             0.71042,              1.0182,             0.75772,              1.3553,           0.0042684,           0.0042684,           0.0042684
                  13,             0.45013,             0.24911,             0.85991,             0.93013,             0.89737,             0.94326,             0.79112,             0.97246,             0.52565,               1.316,           0.0037474,           0.0037474,           0.0037474
                  14,             0.41747,             0.22847,             0.84891,             0.93309,             0.88258,             0.91562,             0.76588,             0.94994,             0.57491,              1.2874,           0.0032263,           0.0032263,           0.0032263
                  15,             0.38443,             0.21094,             0.83801,             0.91995,             0.90314,             0.92422,             0.77453,             0.96077,             0.54762,              1.3066,           0.0027053,           0.0027053,           0.0027053
                  16,              0.3458,             0.19292,             0.82677,             0.92418,             0.87896,             0.91558,             0.76478,             0.98051,              0.5893,              1.3342,           0.0021842,           0.0021842,           0.0021842
                  17,             0.31288,             0.17874,             0.81814,             0.93512,             0.87712,             0.91916,             0.77429,             0.96572,             0.55974,              1.3577,           0.0016632,           0.0016632,           0.0016632
                  18,             0.27562,             0.16419,             0.80909,             0.94071,             0.86228,             0.90675,             0.76094,             0.98098,             0.62416,              1.4069,           0.0011421,           0.0011421,           0.0011421
