               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              1.1492,              1.6663,               1.224,             0.80725,             0.83303,             0.89416,             0.71122,             0.70653,             0.70263,              0.9903,             0.07033,           0.0032967,           0.0032967
                   1,             0.98186,             0.91033,              1.0901,             0.82106,             0.83444,             0.89449,             0.67534,             0.81583,             0.74048,              1.0293,            0.040237,           0.0065376,           0.0065376
                   2,              1.0625,             0.94931,              1.1332,             0.74387,             0.69454,             0.77507,             0.52457,              1.0178,              2.5445,               1.312,            0.010052,           0.0096855,           0.0096855
                   3,              1.1337,              1.0076,              1.1859,             0.75412,              0.6723,             0.78107,             0.53615,              1.1002,              1.5911,              1.3634,           0.0095817,           0.0095817,           0.0095817
                   4,              1.1082,             0.96701,              1.1749,             0.75254,             0.73025,             0.77854,             0.58977,             0.82892,              1.5033,              1.1055,           0.0095817,           0.0095817,           0.0095817
                   5,              1.0825,             0.93981,              1.1716,             0.78889,             0.65269,             0.74007,             0.55621,             0.96471,              1.9613,              1.2279,           0.0094423,           0.0094423,           0.0094423
                   6,              1.0549,             0.89008,               1.156,             0.86184,             0.81239,             0.89608,             0.70424,             0.75615,             0.71445,               1.069,           0.0093028,           0.0093028,           0.0093028
                   7,              1.0346,              0.8668,              1.1477,             0.83326,             0.72715,             0.80693,             0.64329,             0.75034,              1.5773,                1.06,           0.0091634,           0.0091634,           0.0091634
                   8,              1.0191,              0.8399,              1.1346,              0.8236,             0.85737,             0.91584,             0.72741,             0.73402,             0.62696,              1.0442,           0.0090239,           0.0090239,           0.0090239
                   9,              1.0041,             0.82041,              1.1262,             0.84332,             0.82125,             0.89087,             0.71194,             0.73264,             0.76469,               1.034,           0.0088845,           0.0088845,           0.0088845
                  10,             0.99499,             0.81167,              1.1279,             0.85376,             0.79429,             0.88568,             0.70816,             0.81538,             0.81338,              1.1449,           0.0087451,           0.0087451,           0.0087451
                  11,             0.98171,             0.78055,               1.115,              0.9026,             0.88084,             0.94605,              0.7513,             0.70114,             0.54271,              1.0368,           0.0086056,           0.0086056,           0.0086056
                  12,              0.9688,             0.77705,              1.1153,             0.89469,             0.89375,             0.94175,             0.76782,              0.6793,             0.55935,              1.0162,           0.0084662,           0.0084662,           0.0084662
                  13,             0.95235,             0.75715,              1.1036,             0.91489,             0.89307,             0.95467,             0.76893,             0.68953,             0.54527,              1.0301,           0.0083268,           0.0083268,           0.0083268
                  14,             0.95581,              0.7483,              1.1048,             0.90477,             0.87737,             0.93641,             0.76021,             0.66537,             0.58843,              1.0133,           0.0081873,           0.0081873,           0.0081873
                  15,             0.94522,             0.74023,              1.1056,             0.90607,             0.89979,              0.9488,             0.77817,             0.67612,             0.66606,               1.022,           0.0080479,           0.0080479,           0.0080479
                  16,             0.94051,              0.7325,              1.1062,             0.91126,             0.90799,             0.95497,             0.78574,             0.65263,             0.48059,              1.0018,           0.0079085,           0.0079085,           0.0079085
                  17,             0.93015,             0.71795,              1.0942,             0.92886,             0.90748,             0.96795,             0.80608,             0.64644,             0.43771,             0.99253,            0.007769,            0.007769,            0.007769
                  18,             0.92099,             0.70355,              1.0922,             0.90505,             0.89794,             0.95361,             0.78989,             0.64715,             0.46764,             0.99763,           0.0076296,           0.0076296,           0.0076296
                  19,             0.92239,             0.70618,              1.0833,             0.89431,             0.88529,               0.938,             0.75936,             0.70881,             0.50272,              1.0182,           0.0074901,           0.0074901,           0.0074901
                  20,             0.90669,             0.68761,              1.0834,             0.91549,             0.92002,             0.96939,              0.8057,             0.64682,             0.40585,                   1,           0.0073507,           0.0073507,           0.0073507
                  21,             0.90815,             0.68976,              1.0794,             0.93375,             0.91369,             0.96349,             0.80515,             0.63548,             0.44362,             0.98655,           0.0072113,           0.0072113,           0.0072113
                  22,             0.89769,              0.6769,              1.0779,              0.9165,             0.90134,             0.95889,             0.79612,             0.65619,             0.43786,              1.0036,           0.0070718,           0.0070718,           0.0070718
                  23,              0.8873,             0.66728,              1.0712,              0.9328,             0.91902,             0.97128,             0.81374,             0.63105,             0.39405,              1.0049,           0.0069324,           0.0069324,           0.0069324
                  24,             0.89202,             0.66496,              1.0782,             0.92142,             0.90914,             0.96335,              0.8072,             0.62593,             0.41609,             0.99468,            0.006793,            0.006793,            0.006793
