video_file,start_frame,end_frame,start_time,end_time,duration_sec
2_2020-11-28_11-33-40.mp4,1939,2083,14:22:09.63,14:22:14.43,4.8
2_2020-11-28_11-33-40.mp4,2185,2288,14:22:17.83,14:22:21.26,3.433
2_2020-11-28_11-33-40.mp4,2025,2227,14:22:12.49,14:22:19.23,6.733
2_2020-11-28_11-33-40.mp4,2227,2311,14:22:19.23,14:22:22.03,2.8
2_2020-11-28_11-33-40.mp4,2081,2305,14:22:14.36,14:22:21.83,7.466
2_2020-11-28_11-33-40.mp4,1965,2181,14:22:10.49,14:22:17.69,7.2
2_2020-11-28_11-33-40.mp4,2441,2598,14:22:26.36,14:22:31.59,5.233
2_2020-11-28_11-33-40.mp4,42743,42944,14:44:49.70,14:44:56.40,6.7
2_2020-11-28_11-33-40.mp4,42944,43002,14:44:56.40,14:44:58.34,1.933
2_2020-11-28_11-33-40.mp4,52079,52210,14:50:00.89,14:50:05.26,4.366
2_2020-11-28_11-33-40.mp4,52210,52291,14:50:05.26,14:50:07.96,2.7
2_2020-11-28_11-33-40.mp4,76460,76652,15:03:33.56,15:03:39.96,6.4
2_2020-11-28_11-33-40.mp4,76652,76702,15:03:39.96,15:03:41.63,1.667
2_2020-11-28_11-33-40.mp4,104304,104496,15:19:01.66,15:19:08.06,6.4
2_2020-11-28_11-33-40.mp4,104496,104571,15:19:08.06,15:19:10.56,2.5
2_2020-11-28_11-33-40.mp4,104443,104589,15:19:06.29,15:19:11.16,4.866
2_2020-11-28_11-33-40.mp4,104589,104644,15:19:11.16,15:19:12.99,1.833
2_2020-11-28_11-33-40.mp4,104592,104830,15:19:11.26,15:19:19.19,7.933
2_2020-11-28_11-33-40.mp4,104830,104902,15:19:19.19,15:19:21.59,2.4
2_2020-11-28_11-33-40.mp4,113424,113622,15:24:05.64,15:24:12.24,6.6
2_2020-11-28_11-33-40.mp4,113622,113699,15:24:12.24,15:24:14.81,2.567
2_2020-11-28_11-33-40.mp4,122867,122970,15:29:20.40,15:29:23.83,3.433
2_2020-11-28_11-33-40.mp4,122970,123036,15:29:23.83,15:29:26.03,2.2
2_2020-11-28_11-33-40.mp4,130982,131182,15:33:50.89,15:33:57.55,6.666
2_2020-11-28_11-33-40.mp4,131182,131244,15:33:57.55,15:33:59.62,2.067
2_2020-11-28_11-33-40.mp4,147407,147598,15:42:58.36,15:43:04.73,6.366
2_2020-11-28_11-33-40.mp4,147600,147664,15:43:04.80,15:43:06.93,2.133
