               epoch,      train/box_loss,      train/cls_loss,      train/dfl_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/cls_loss,        val/dfl_loss,               x/lr0,               x/lr1,               x/lr2
                   0,              1.8019,              4.5572,              1.4263,            0.064641,            0.083677,            0.034325,            0.020237,             0.98706,              3.9861,              1.0837,              0.0973,              0.0003,              0.0003
                   1,              1.8085,              4.5413,              1.4313,            0.065165,             0.15706,             0.03528,            0.020468,              1.0179,              4.0042,              1.1008,            0.093694,          0.00069403,          0.00069403
                   2,              1.7207,              4.2827,              1.4044,             0.32955,              0.1872,             0.20678,             0.14252,             0.97366,              2.6384,              1.1024,            0.090081,           0.0010812,           0.0010812
                   3,              1.5209,               3.086,              1.3305,             0.27301,             0.60402,             0.32214,             0.21938,             0.92586,              2.4409,              1.1023,            0.086462,           0.0014616,           0.0014616
                   4,              1.4244,              1.9564,              1.2674,             0.36434,             0.56111,             0.40194,             0.25379,             0.90327,              2.1826,              1.0936,            0.082835,           0.0018351,           0.0018351
                   5,              1.2929,              1.5763,              1.2027,             0.39339,             0.55314,             0.47574,             0.31442,             0.86519,              1.9921,              1.0835,            0.079202,           0.0022019,           0.0022019
                   6,              1.1723,              1.3947,              1.1415,             0.54527,             0.58892,             0.57591,             0.38889,             0.88914,              1.6642,              1.0995,            0.075562,           0.0025617,           0.0025617
                   7,              1.1201,              1.2852,              1.1049,             0.44629,             0.64594,             0.61024,             0.41288,             0.86298,              1.4662,              1.0997,            0.071915,           0.0029148,           0.0029148
                   8,              1.0623,              1.1622,               1.083,             0.47691,             0.73198,             0.66778,             0.46161,             0.83434,              1.3502,              1.0815,            0.068261,            0.003261,            0.003261
                   9,              1.0824,              1.0892,               1.071,             0.61258,              0.6663,             0.70328,             0.47367,             0.91829,               1.123,              1.1014,              0.0646,           0.0036004,           0.0036004
                  10,              1.0893,              1.0266,              1.0535,              0.6047,             0.78358,             0.75222,             0.51518,              0.8936,              1.1249,              1.0878,            0.060933,            0.003933,            0.003933
                  11,              1.0744,             0.96258,              1.0442,             0.66787,             0.72818,             0.79408,             0.55171,             0.88029,              1.0824,              1.0704,            0.057259,           0.0042588,           0.0042588
                  12,               1.069,             0.95545,               1.041,             0.73757,              0.7595,             0.82499,             0.57892,             0.84955,             0.89939,              1.0673,            0.053578,           0.0045777,           0.0045777
                  13,               1.061,              0.9279,               1.045,             0.76227,             0.81046,             0.84978,              0.6178,             0.84077,             0.80223,              1.0661,             0.04989,           0.0048898,           0.0048898
                  14,              1.0563,             0.92709,              1.0302,             0.81205,             0.75917,             0.86096,             0.62849,             0.85312,             0.72545,              1.0581,            0.046195,           0.0051951,           0.0051951
                  15,              1.0789,             0.89875,              1.0372,             0.79653,             0.75227,             0.85205,             0.62638,             0.82839,             0.69944,               1.041,            0.042493,           0.0054935,           0.0054935
                  16,              1.0344,             0.88098,              1.0224,             0.81151,             0.74622,             0.85217,             0.62518,             0.85867,             0.76098,              1.0407,            0.038785,           0.0057851,           0.0057851
                  17,              1.0398,              0.8561,              1.0239,             0.81685,             0.79111,             0.86765,               0.642,             0.85792,             0.73274,               1.055,             0.03507,           0.0060699,           0.0060699
                  18,              1.0739,             0.83709,              1.0303,             0.83113,             0.77912,             0.87705,              0.6485,             0.87989,             0.74249,              1.0578,            0.031348,           0.0063478,           0.0063478
                  19,              1.0238,              0.8635,              1.0212,             0.82495,             0.79798,             0.87941,             0.65938,             0.85954,             0.67458,              1.0392,            0.027619,            0.006619,            0.006619
                  20,              1.0262,             0.85788,               1.021,             0.82873,             0.80437,             0.88291,             0.64514,             0.88089,             0.67714,              1.0607,            0.023883,           0.0068833,           0.0068833
                  21,              1.0455,             0.84941,              1.0135,             0.82814,             0.81447,             0.88898,             0.65386,              0.8624,             0.73179,              1.0426,            0.020141,           0.0071408,           0.0071408
                  22,              1.0974,             0.82927,              1.0195,               0.811,             0.77806,             0.87061,             0.64391,             0.84572,             0.67577,              1.0612,            0.016391,           0.0073914,           0.0073914
                  23,              1.0742,             0.82841,              1.0254,             0.75647,             0.79088,             0.85558,             0.63444,             0.83823,             0.78307,               1.061,            0.012635,           0.0076352,           0.0076352
                  24,              1.0457,             0.81434,              1.0135,              0.7401,             0.82298,             0.84034,             0.63448,             0.79079,             0.69449,              1.0428,           0.0088722,           0.0078722,           0.0078722
                  25,              1.0847,             0.80596,              1.0286,             0.77124,             0.79596,             0.86325,             0.65421,             0.82101,             0.70036,               1.053,           0.0078664,           0.0078664,           0.0078664
                  26,              1.0553,             0.78369,              1.0268,             0.83739,             0.79173,             0.87748,              0.6486,             0.83643,             0.70822,              1.0691,           0.0078664,           0.0078664,           0.0078664
                  27,              1.0616,             0.78112,              1.0233,             0.81407,             0.77156,             0.86822,             0.64618,             0.84255,              0.6739,              1.0792,            0.007781,            0.007781,            0.007781
                  28,              1.0239,             0.79983,              1.0252,             0.76462,             0.85153,             0.85495,             0.63355,             0.84401,             0.77401,              1.0841,           0.0076957,           0.0076957,           0.0076957
                  29,              1.0143,             0.76059,              1.0151,             0.84473,             0.77136,             0.83182,             0.63181,              0.8091,             0.80256,              1.0754,           0.0076103,           0.0076103,           0.0076103
                  30,             0.97976,             0.76961,              1.0021,             0.85155,             0.82696,             0.85897,             0.65353,             0.82901,             0.70709,              1.0665,            0.007525,            0.007525,            0.007525
                  31,             0.99323,             0.73863,               1.008,             0.84614,             0.82687,             0.85972,              0.6393,             0.88955,             0.71125,              1.0908,           0.0074397,           0.0074397,           0.0074397
                  32,              1.0113,             0.74173,              1.0115,              0.8456,             0.78572,             0.87983,             0.65923,             0.84315,              0.6868,              1.0692,           0.0073543,           0.0073543,           0.0073543
                  33,              1.0041,             0.73926,              1.0135,             0.82856,             0.81063,             0.85937,              0.6466,              0.8136,             0.73076,              1.0655,            0.007269,            0.007269,            0.007269
                  34,             0.98254,             0.73014,              1.0031,             0.81297,             0.75807,              0.8234,             0.63253,             0.80101,             0.79714,              1.0481,           0.0071836,           0.0071836,           0.0071836
                  35,              1.0002,             0.74144,              1.0134,             0.79804,             0.80105,             0.85879,             0.66198,             0.79522,             0.70171,              1.0511,           0.0070983,           0.0070983,           0.0070983
                  36,              0.9635,             0.72694,              1.0061,             0.80611,             0.81326,             0.87233,             0.68448,             0.77329,              0.6436,                1.04,           0.0070129,           0.0070129,           0.0070129
                  37,             0.95896,             0.70578,             0.99692,             0.85458,             0.75133,             0.86737,              0.6813,             0.76447,             0.69808,              1.0491,           0.0069276,           0.0069276,           0.0069276
                  38,             0.94292,             0.69471,             0.99571,             0.78077,              0.8055,             0.86295,             0.67882,             0.78148,             0.69722,              1.0603,           0.0068422,           0.0068422,           0.0068422
                  39,             0.95269,             0.70369,             0.99476,             0.76882,             0.81287,             0.86273,             0.67604,             0.76491,             0.66655,              1.0703,           0.0067569,           0.0067569,           0.0067569
                  40,             0.94172,             0.69318,             0.99893,             0.80692,             0.82832,             0.87056,             0.69339,             0.75569,              0.6503,              1.0585,           0.0066716,           0.0066716,           0.0066716
                  41,             0.93485,             0.67616,             0.99669,             0.83358,             0.80433,             0.84331,               0.675,             0.71397,             0.70277,              1.0308,           0.0065862,           0.0065862,           0.0065862
                  42,             0.92563,             0.67581,              1.0002,             0.81115,             0.79988,             0.85505,             0.67763,             0.72191,              0.6841,              1.0408,           0.0065009,           0.0065009,           0.0065009
                  43,             0.94966,             0.67776,              0.9935,             0.81556,             0.79342,             0.83603,              0.6633,             0.72928,             0.74252,              1.0364,           0.0064155,           0.0064155,           0.0064155
                  44,              0.9225,             0.67091,             0.98904,             0.78887,             0.84681,             0.85724,             0.68515,             0.71728,             0.66852,              1.0406,           0.0063302,           0.0063302,           0.0063302
                  45,              0.9283,             0.66999,             0.98144,             0.85163,             0.82628,             0.87106,             0.69124,             0.72283,             0.66585,               1.042,           0.0062448,           0.0062448,           0.0062448
                  46,             0.90215,             0.65236,             0.98438,              0.8717,             0.80756,             0.88071,             0.69925,             0.72338,             0.65264,              1.0226,           0.0061595,           0.0061595,           0.0061595
                  47,             0.90727,             0.65042,             0.98329,             0.83748,             0.84156,             0.89815,             0.71431,             0.70743,              0.5836,              1.0156,           0.0060741,           0.0060741,           0.0060741
                  48,             0.89045,             0.63714,             0.97707,             0.84918,             0.88532,             0.91646,              0.7234,             0.74115,             0.59733,              1.0407,           0.0059888,           0.0059888,           0.0059888
                  49,             0.90921,             0.64032,             0.97813,             0.82234,             0.89891,             0.91448,             0.71823,             0.74486,             0.57061,              1.0465,           0.0059034,           0.0059034,           0.0059034
                  50,             0.88049,             0.64777,             0.98678,             0.87343,             0.79966,             0.89937,             0.70604,             0.73361,             0.61491,              1.0315,           0.0058181,           0.0058181,           0.0058181
                  51,              0.8946,             0.61725,             0.98009,             0.79955,             0.83648,             0.85971,             0.66206,             0.77318,             0.69218,                1.05,           0.0057328,           0.0057328,           0.0057328
                  52,             0.89939,             0.63771,             0.97215,             0.82679,             0.81333,             0.85799,             0.66034,             0.77423,              0.6938,              1.0615,           0.0056474,           0.0056474,           0.0056474
                  53,             0.88552,             0.62138,             0.98117,             0.81131,             0.74905,             0.83047,             0.65323,             0.75316,             0.73421,              1.0571,           0.0055621,           0.0055621,           0.0055621
                  54,             0.88315,             0.62717,             0.98239,             0.82297,             0.80447,             0.82921,             0.64448,             0.75037,             0.75806,              1.0614,           0.0054767,           0.0054767,           0.0054767
                  55,             0.89457,             0.61467,             0.97638,             0.82144,             0.81812,             0.86392,             0.65717,              0.7739,             0.71541,              1.0775,           0.0053914,           0.0053914,           0.0053914
                  56,             0.87511,               0.597,             0.96922,             0.83627,             0.81569,             0.86138,             0.64723,             0.80478,             0.69326,               1.086,            0.005306,            0.005306,            0.005306
                  57,             0.87053,             0.60743,             0.97611,             0.85566,             0.83093,             0.87891,             0.67301,             0.76135,             0.66636,              1.0687,           0.0052207,           0.0052207,           0.0052207
                  58,             0.84301,             0.60947,             0.97081,             0.84237,             0.79783,             0.88063,             0.69143,             0.73225,              0.6427,              1.0467,           0.0051353,           0.0051353,           0.0051353
                  59,             0.85359,             0.59979,             0.97095,             0.86171,               0.822,             0.88326,             0.70665,             0.72204,             0.62927,              1.0396,             0.00505,             0.00505,             0.00505
                  60,             0.84137,             0.60438,             0.96723,             0.82985,             0.82129,             0.87954,             0.69143,             0.75091,             0.62846,              1.0517,           0.0049647,           0.0049647,           0.0049647
                  61,             0.85552,             0.60765,             0.97132,             0.83648,              0.8389,             0.89236,             0.71108,             0.73795,             0.59934,              1.0399,           0.0048793,           0.0048793,           0.0048793
                  62,             0.82906,             0.60046,             0.96336,             0.85085,             0.83262,             0.90929,             0.72028,             0.71617,             0.57741,               1.031,            0.004794,            0.004794,            0.004794
                  63,             0.84249,             0.59446,             0.96619,             0.82203,              0.8681,              0.9159,             0.72787,             0.72581,             0.55059,              1.0532,           0.0047086,           0.0047086,           0.0047086
                  64,             0.83649,              0.5853,             0.96785,             0.79177,             0.84541,             0.90284,             0.72212,             0.70648,             0.61479,              1.0414,           0.0046233,           0.0046233,           0.0046233
                  65,             0.83549,             0.58395,              0.9698,             0.84094,             0.84128,             0.88013,             0.70518,             0.70623,              0.6405,              1.0423,           0.0045379,           0.0045379,           0.0045379
                  66,             0.80904,             0.57313,             0.95449,             0.84689,             0.82911,              0.8887,              0.7181,             0.70174,             0.63068,              1.0328,           0.0044526,           0.0044526,           0.0044526
                  67,             0.83944,             0.56958,             0.96624,             0.85325,              0.8324,             0.89164,             0.72047,             0.68462,             0.60454,              1.0131,           0.0043672,           0.0043672,           0.0043672
                  68,             0.84431,             0.57589,             0.96392,             0.86283,             0.81018,             0.87418,             0.71508,             0.66921,             0.63235,               1.017,           0.0042819,           0.0042819,           0.0042819
                  69,             0.83509,             0.58132,             0.95653,             0.85539,             0.82825,             0.89219,             0.72675,             0.68158,             0.60266,              1.0256,           0.0041966,           0.0041966,           0.0041966
                  70,             0.82083,             0.57917,             0.96563,             0.86738,             0.82511,             0.89601,             0.72933,             0.67937,              0.5901,              1.0324,           0.0041112,           0.0041112,           0.0041112
                  71,             0.81179,             0.57511,             0.95469,             0.85882,             0.82672,              0.8926,             0.71705,             0.68431,             0.57585,              1.0299,           0.0040259,           0.0040259,           0.0040259
                  72,             0.79575,             0.55769,             0.94251,             0.87092,             0.84529,             0.90151,             0.72338,             0.70287,             0.56264,              1.0422,           0.0039405,           0.0039405,           0.0039405
                  73,             0.81005,             0.57734,             0.95155,             0.85859,             0.85533,             0.91174,             0.73844,             0.70448,             0.55107,              1.0466,           0.0038552,           0.0038552,           0.0038552
                  74,             0.80231,             0.57197,             0.96366,             0.84914,             0.85742,             0.91135,             0.73907,             0.69049,             0.55872,              1.0362,           0.0037698,           0.0037698,           0.0037698
                  75,             0.79618,             0.56176,             0.95398,             0.85168,             0.85389,             0.91734,              0.7353,             0.70068,             0.55132,              1.0437,           0.0036845,           0.0036845,           0.0036845
                  76,             0.77915,              0.5431,             0.94999,             0.82435,             0.85179,             0.91031,             0.73353,             0.68694,             0.57046,              1.0304,           0.0035991,           0.0035991,           0.0035991
                  77,             0.78547,             0.54353,             0.95725,             0.83475,             0.84453,             0.90865,             0.73668,             0.67914,             0.56356,               1.027,           0.0035138,           0.0035138,           0.0035138
                  78,             0.79376,             0.55677,               0.959,             0.78874,             0.87479,             0.90424,             0.73193,             0.69639,             0.56238,               1.035,           0.0034284,           0.0034284,           0.0034284
                  79,              0.7763,             0.53509,             0.95181,             0.78493,             0.88087,             0.90593,             0.73255,             0.69183,             0.56808,              1.0383,           0.0033431,           0.0033431,           0.0033431
                  80,              0.7689,             0.52722,             0.93573,             0.81714,             0.87978,             0.91146,             0.73641,             0.68027,             0.54364,              1.0297,           0.0032578,           0.0032578,           0.0032578
                  81,             0.79157,             0.54246,             0.94916,             0.83699,             0.87008,             0.91238,              0.7368,             0.68443,             0.53952,              1.0257,           0.0031724,           0.0031724,           0.0031724
                  82,             0.76712,             0.53525,              0.9454,             0.85209,             0.84941,             0.91445,             0.73363,             0.68874,             0.56523,              1.0262,           0.0030871,           0.0030871,           0.0030871
                  83,             0.75643,             0.52073,             0.94044,             0.84217,             0.84466,             0.90942,             0.73461,              0.6914,             0.54861,              1.0369,           0.0030017,           0.0030017,           0.0030017
                  84,             0.76905,             0.52591,              0.9482,             0.85839,              0.8582,             0.91725,             0.73727,             0.69985,             0.55067,              1.0397,           0.0029164,           0.0029164,           0.0029164
                  85,             0.77604,             0.52295,              0.9465,             0.82509,             0.87252,             0.91527,              0.7397,             0.68926,             0.53432,              1.0323,            0.002831,            0.002831,            0.002831
                  86,             0.74939,             0.52286,             0.93891,              0.8477,             0.87374,             0.91838,             0.74623,              0.6808,             0.52722,               1.028,           0.0027457,           0.0027457,           0.0027457
                  87,             0.75799,             0.52348,             0.93901,             0.85754,             0.85016,             0.91444,             0.74505,             0.67959,              0.5256,              1.0255,           0.0026603,           0.0026603,           0.0026603
